case_id,activity,enable_time,start_time,end_time,resource
181,B,2012-04-03 09:41:49.609550+00:00,2012-04-03 09:41:49.609550+00:00,2012-04-03 09:46:49.609550+00:00,Pucci
179,O,2012-04-03 09:42:38.372884+00:00,2012-04-03 09:42:38.372884+00:00,2012-04-03 09:47:38.372884+00:00,Giorno
180,P,2012-04-03 09:45:00.000000+00:00,2012-04-03 09:45:00.000000+00:00,2012-04-03 09:50:00.000000+00:00,Jolyne
177,M,2012-04-03 09:45:44.782010+00:00,2012-04-03 09:45:44.782010+00:00,2012-04-03 09:50:44.782010+00:00,Jonathan
181,C,2012-04-03 09:46:49.609550+00:00,2012-04-03 09:46:49.609550+00:00,2012-04-03 09:51:49.609550+00:00,DIO
179,I,2012-04-03 09:47:38.372884+00:00,2012-04-03 09:47:38.372884+00:00,2012-04-03 09:52:38.372884+00:00,Giorno
177,N,2012-04-03 09:50:44.782010+00:00,2012-04-03 09:50:44.782010+00:00,2012-04-03 09:55:44.782010+00:00,Jolyne
181,D,2012-04-03 09:51:49.609550+00:00,2012-04-03 09:51:49.609550+00:00,2012-04-03 09:56:49.609550+00:00,Pucci
179,L,2012-04-03 09:52:38.372884+00:00,2012-04-03 09:52:38.372884+00:00,2012-04-03 09:57:38.372884+00:00,Jonathan
177,O,2012-04-03 09:55:44.782010+00:00,2012-04-03 09:55:44.782010+00:00,2012-04-03 10:00:44.782010+00:00,Giorno
181,I,2012-04-03 09:56:49.609550+00:00,2012-04-03 09:56:49.609550+00:00,2012-04-03 10:01:49.609550+00:00,Jolyne
179,M,2012-04-03 09:57:38.372884+00:00,2012-04-03 09:57:38.372884+00:00,2012-04-03 10:02:38.372884+00:00,Jonathan
177,I,2012-04-03 10:00:44.782010+00:00,2012-04-03 10:00:44.782010+00:00,2012-04-03 10:05:44.782010+00:00,Giorno
181,J,2012-04-03 10:01:49.609550+00:00,2012-04-03 10:01:49.609550+00:00,2012-04-03 10:06:49.609550+00:00,Jolyne
179,N,2012-04-03 10:02:38.372884+00:00,2012-04-03 10:02:38.372884+00:00,2012-04-03 10:07:38.372884+00:00,Jonathan
182,A,2012-04-03 10:03:58.503351+00:00,2012-04-03 10:03:58.503351+00:00,2012-04-03 10:08:58.503351+00:00,DIO
177,J,2012-04-03 10:05:44.782010+00:00,2012-04-03 10:05:44.782010+00:00,2012-04-03 10:10:44.782010+00:00,Giorno
181,K,2012-04-03 10:06:49.609550+00:00,2012-04-03 10:06:49.609550+00:00,2012-04-03 10:11:49.609550+00:00,Jolyne
179,O,2012-04-03 10:07:38.372884+00:00,2012-04-03 10:07:38.372884+00:00,2012-04-03 10:12:38.372884+00:00,Jonathan
182,B,2012-04-03 10:08:58.503351+00:00,2012-04-03 10:08:58.503351+00:00,2012-04-03 10:13:58.503351+00:00,Pucci
177,K,2012-04-03 10:10:44.782010+00:00,2012-04-03 10:10:44.782010+00:00,2012-04-03 10:15:44.782010+00:00,Giorno
181,N,2012-04-03 10:11:49.609550+00:00,2012-04-03 10:11:49.609550+00:00,2012-04-03 10:16:49.609550+00:00,Jolyne
179,I,2012-04-03 10:12:38.372884+00:00,2012-04-03 10:12:38.372884+00:00,2012-04-03 10:17:38.372884+00:00,Jonathan
182,C,2012-04-03 10:13:58.503351+00:00,2012-04-03 10:13:58.503351+00:00,2012-04-03 10:18:58.503351+00:00,DIO
177,N,2012-04-03 10:15:44.782010+00:00,2012-04-03 10:15:44.782010+00:00,2012-04-03 10:20:44.782010+00:00,Giorno
181,O,2012-04-03 10:16:49.609550+00:00,2012-04-03 10:16:49.609550+00:00,2012-04-03 10:21:49.609550+00:00,Jolyne
179,J,2012-04-03 10:17:38.372884+00:00,2012-04-03 10:17:38.372884+00:00,2012-04-03 10:22:38.372884+00:00,Jonathan
182,D,2012-04-03 10:18:58.503351+00:00,2012-04-03 10:18:58.503351+00:00,2012-04-03 10:23:58.503351+00:00,Pucci
177,P,2012-04-03 10:20:44.782010+00:00,2012-04-03 10:20:44.782010+00:00,2012-04-03 10:25:44.782010+00:00,Giorno
181,I,2012-04-03 10:21:49.609550+00:00,2012-04-03 10:21:49.609550+00:00,2012-04-03 10:26:49.609550+00:00,Jolyne
179,K,2012-04-03 10:22:38.372884+00:00,2012-04-03 10:22:38.372884+00:00,2012-04-03 10:27:38.372884+00:00,Jonathan
182,I,2012-04-03 10:23:58.503351+00:00,2012-04-03 10:25:44.782010+00:00,2012-04-03 10:30:44.782010+00:00,Giorno
181,L,2012-04-03 10:26:49.609550+00:00,2012-04-03 10:26:49.609550+00:00,2012-04-03 10:31:49.609550+00:00,Jolyne
179,N,2012-04-03 10:27:38.372884+00:00,2012-04-03 10:27:38.372884+00:00,2012-04-03 10:32:38.372884+00:00,Jonathan
182,L,2012-04-03 10:30:44.782010+00:00,2012-04-03 10:30:44.782010+00:00,2012-04-03 10:35:44.782010+00:00,Giorno
181,M,2012-04-03 10:31:49.609550+00:00,2012-04-03 10:31:49.609550+00:00,2012-04-03 10:36:49.609550+00:00,Jolyne
179,O,2012-04-03 10:32:38.372884+00:00,2012-04-03 10:32:38.372884+00:00,2012-04-03 10:37:38.372884+00:00,Jonathan
182,M,2012-04-03 10:35:44.782010+00:00,2012-04-03 10:35:44.782010+00:00,2012-04-03 10:40:44.782010+00:00,Giorno
183,A,2012-04-03 10:36:47.357860+00:00,2012-04-03 10:36:47.357860+00:00,2012-04-03 10:41:47.357860+00:00,DIO
181,N,2012-04-03 10:36:49.609550+00:00,2012-04-03 10:36:49.609550+00:00,2012-04-03 10:41:49.609550+00:00,Jolyne
179,I,2012-04-03 10:37:38.372884+00:00,2012-04-03 10:37:38.372884+00:00,2012-04-03 10:42:38.372884+00:00,Jonathan
182,N,2012-04-03 10:40:44.782010+00:00,2012-04-03 10:40:44.782010+00:00,2012-04-03 10:45:44.782010+00:00,Giorno
183,B,2012-04-03 10:41:47.357860+00:00,2012-04-03 10:41:47.357860+00:00,2012-04-03 10:46:47.357860+00:00,Pucci
181,O,2012-04-03 10:41:49.609550+00:00,2012-04-03 10:41:49.609550+00:00,2012-04-03 10:46:49.609550+00:00,Jolyne
179,J,2012-04-03 10:42:38.372884+00:00,2012-04-03 10:42:38.372884+00:00,2012-04-03 10:47:38.372884+00:00,Jonathan
182,P,2012-04-03 10:45:44.782010+00:00,2012-04-03 10:45:44.782010+00:00,2012-04-03 10:50:44.782010+00:00,Giorno
183,C,2012-04-03 10:46:47.357860+00:00,2012-04-03 10:46:47.357860+00:00,2012-04-03 10:51:47.357860+00:00,DIO
181,I,2012-04-03 10:46:49.609550+00:00,2012-04-03 10:46:49.609550+00:00,2012-04-03 10:51:49.609550+00:00,Jolyne
179,K,2012-04-03 10:47:38.372884+00:00,2012-04-03 10:47:38.372884+00:00,2012-04-03 10:52:38.372884+00:00,Jonathan
183,D,2012-04-03 10:51:47.357860+00:00,2012-04-03 10:51:47.357860+00:00,2012-04-03 10:56:47.357860+00:00,Pucci
181,L,2012-04-03 10:51:49.609550+00:00,2012-04-03 10:51:49.609550+00:00,2012-04-03 10:56:49.609550+00:00,Giorno
179,N,2012-04-03 10:52:38.372884+00:00,2012-04-03 10:52:38.372884+00:00,2012-04-03 10:57:38.372884+00:00,Jolyne
183,I,2012-04-03 10:56:47.357860+00:00,2012-04-03 10:56:47.357860+00:00,2012-04-03 11:01:47.357860+00:00,Jonathan
181,M,2012-04-03 10:56:49.609550+00:00,2012-04-03 10:56:49.609550+00:00,2012-04-03 11:01:49.609550+00:00,Giorno
179,P,2012-04-03 10:57:38.372884+00:00,2012-04-03 10:57:38.372884+00:00,2012-04-03 11:02:38.372884+00:00,Jolyne
183,J,2012-04-03 11:01:47.357860+00:00,2012-04-03 11:01:47.357860+00:00,2012-04-03 11:06:47.357860+00:00,Jonathan
181,N,2012-04-03 11:01:49.609550+00:00,2012-04-03 11:01:49.609550+00:00,2012-04-03 11:06:49.609550+00:00,Giorno
184,A,2012-04-03 11:01:54.079306+00:00,2012-04-03 11:01:54.079306+00:00,2012-04-03 11:06:54.079306+00:00,DIO
183,K,2012-04-03 11:06:47.357860+00:00,2012-04-03 11:06:47.357860+00:00,2012-04-03 11:11:47.357860+00:00,Jolyne
181,O,2012-04-03 11:06:49.609550+00:00,2012-04-03 11:06:49.609550+00:00,2012-04-03 11:11:49.609550+00:00,Jonathan
184,B,2012-04-03 11:06:54.079306+00:00,2012-04-03 11:06:54.079306+00:00,2012-04-03 11:11:54.079306+00:00,Pucci
183,N,2012-04-03 11:11:47.357860+00:00,2012-04-03 11:11:47.357860+00:00,2012-04-03 11:16:47.357860+00:00,Giorno
181,I,2012-04-03 11:11:49.609550+00:00,2012-04-03 11:11:49.609550+00:00,2012-04-03 11:16:49.609550+00:00,Jolyne
184,C,2012-04-03 11:11:54.079306+00:00,2012-04-03 11:11:54.079306+00:00,2012-04-03 11:16:54.079306+00:00,DIO
183,O,2012-04-03 11:16:47.357860+00:00,2012-04-03 11:16:47.357860+00:00,2012-04-03 11:21:47.357860+00:00,Jonathan
181,J,2012-04-03 11:16:49.609550+00:00,2012-04-03 11:16:49.609550+00:00,2012-04-03 11:21:49.609550+00:00,Giorno
184,D,2012-04-03 11:16:54.079306+00:00,2012-04-03 11:16:54.079306+00:00,2012-04-03 11:21:54.079306+00:00,Pucci
183,I,2012-04-03 11:21:47.357860+00:00,2012-04-03 11:21:47.357860+00:00,2012-04-03 11:26:47.357860+00:00,Jolyne
181,K,2012-04-03 11:21:49.609550+00:00,2012-04-03 11:21:49.609550+00:00,2012-04-03 11:26:49.609550+00:00,Jonathan
184,I,2012-04-03 11:21:54.079306+00:00,2012-04-03 11:21:54.079306+00:00,2012-04-03 11:26:54.079306+00:00,Giorno
183,L,2012-04-03 11:26:47.357860+00:00,2012-04-03 11:26:47.357860+00:00,2012-04-03 11:31:47.357860+00:00,Jolyne
181,N,2012-04-03 11:26:49.609550+00:00,2012-04-03 11:26:49.609550+00:00,2012-04-03 11:31:49.609550+00:00,Jonathan
184,L,2012-04-03 11:26:54.079306+00:00,2012-04-03 11:26:54.079306+00:00,2012-04-03 11:31:54.079306+00:00,Giorno
183,M,2012-04-03 11:31:47.357860+00:00,2012-04-03 11:31:47.357860+00:00,2012-04-03 11:36:47.357860+00:00,Jolyne
181,O,2012-04-03 11:31:49.609550+00:00,2012-04-03 11:31:49.609550+00:00,2012-04-03 11:36:49.609550+00:00,Jonathan
184,M,2012-04-03 11:31:54.079306+00:00,2012-04-03 11:31:54.079306+00:00,2012-04-03 11:36:54.079306+00:00,Giorno
185,A,2012-04-03 11:34:34.133253+00:00,2012-04-03 11:34:34.133253+00:00,2012-04-03 11:39:34.133253+00:00,DIO
183,N,2012-04-03 11:36:47.357860+00:00,2012-04-03 11:36:47.357860+00:00,2012-04-03 11:41:47.357860+00:00,Jolyne
181,I,2012-04-03 11:36:49.609550+00:00,2012-04-03 11:36:49.609550+00:00,2012-04-03 11:41:49.609550+00:00,Jonathan
184,N,2012-04-03 11:36:54.079306+00:00,2012-04-03 11:36:54.079306+00:00,2012-04-03 11:41:54.079306+00:00,Giorno
185,B,2012-04-03 11:39:34.133253+00:00,2012-04-03 11:39:34.133253+00:00,2012-04-03 11:44:34.133253+00:00,Pucci
183,P,2012-04-03 11:41:47.357860+00:00,2012-04-03 11:41:47.357860+00:00,2012-04-03 11:46:47.357860+00:00,Jolyne
181,J,2012-04-03 11:41:49.609550+00:00,2012-04-03 11:41:49.609550+00:00,2012-04-03 11:46:49.609550+00:00,Jonathan
184,P,2012-04-03 11:41:54.079306+00:00,2012-04-03 11:41:54.079306+00:00,2012-04-03 11:46:54.079306+00:00,Giorno
185,C,2012-04-03 11:44:34.133253+00:00,2012-04-03 11:44:34.133253+00:00,2012-04-03 11:49:34.133253+00:00,DIO
181,K,2012-04-03 11:46:49.609550+00:00,2012-04-03 11:46:49.609550+00:00,2012-04-03 11:51:49.609550+00:00,Jolyne
185,D,2012-04-03 11:49:34.133253+00:00,2012-04-03 11:49:34.133253+00:00,2012-04-03 11:54:34.133253+00:00,Pucci
181,N,2012-04-03 11:51:49.609550+00:00,2012-04-03 11:51:49.609550+00:00,2012-04-03 11:56:49.609550+00:00,Jonathan
185,I,2012-04-03 11:54:34.133253+00:00,2012-04-03 11:54:34.133253+00:00,2012-04-03 11:59:34.133253+00:00,Giorno
181,P,2012-04-03 11:56:49.609550+00:00,2012-04-03 11:56:49.609550+00:00,2012-04-03 12:01:49.609550+00:00,Jolyne
185,L,2012-04-03 11:59:34.133253+00:00,2012-04-03 11:59:34.133253+00:00,2012-04-03 12:04:34.133253+00:00,Jonathan
185,M,2012-04-03 12:04:34.133253+00:00,2012-04-03 12:04:34.133253+00:00,2012-04-03 12:09:34.133253+00:00,Giorno
185,N,2012-04-03 12:09:34.133253+00:00,2012-04-03 12:09:34.133253+00:00,2012-04-03 12:14:34.133253+00:00,Jolyne
186,A,2012-04-03 12:09:34.370371+00:00,2012-04-03 12:09:34.370371+00:00,2012-04-03 12:14:34.370371+00:00,DIO
185,P,2012-04-03 12:14:34.133253+00:00,2012-04-03 12:14:34.133253+00:00,2012-04-03 12:19:34.133253+00:00,Jonathan
186,B,2012-04-03 12:14:34.370371+00:00,2012-04-03 12:14:34.370371+00:00,2012-04-03 12:19:34.370371+00:00,Pucci
186,C,2012-04-03 12:19:34.370371+00:00,2012-04-03 12:19:34.370371+00:00,2012-04-03 12:24:34.370371+00:00,DIO
186,D,2012-04-03 12:24:34.370371+00:00,2012-04-03 12:24:34.370371+00:00,2012-04-03 12:29:34.370371+00:00,Pucci
186,I,2012-04-03 12:29:34.370371+00:00,2012-04-03 12:29:34.370371+00:00,2012-04-03 12:34:34.370371+00:00,Giorno
186,L,2012-04-03 12:34:34.370371+00:00,2012-04-03 12:34:34.370371+00:00,2012-04-03 12:39:34.370371+00:00,Jolyne
187,A,2012-04-03 12:36:51.724466+00:00,2012-04-03 12:36:51.724466+00:00,2012-04-03 12:41:51.724466+00:00,DIO
186,M,2012-04-03 12:39:34.370371+00:00,2012-04-03 12:39:34.370371+00:00,2012-04-03 12:44:34.370371+00:00,Jonathan
187,B,2012-04-03 12:41:51.724466+00:00,2012-04-03 12:41:51.724466+00:00,2012-04-03 12:46:51.724466+00:00,Pucci
186,N,2012-04-03 12:44:34.370371+00:00,2012-04-03 12:44:34.370371+00:00,2012-04-03 12:49:34.370371+00:00,Giorno
187,E,2012-04-03 12:46:51.724466+00:00,2012-04-03 12:46:51.724466+00:00,2012-04-03 12:51:51.724466+00:00,DIO
186,O,2012-04-03 12:49:34.370371+00:00,2012-04-03 12:49:34.370371+00:00,2012-04-03 12:54:34.370371+00:00,Jolyne
187,I,2012-04-03 12:51:51.724466+00:00,2012-04-03 12:51:51.724466+00:00,2012-04-03 12:56:51.724466+00:00,Jonathan
186,I,2012-04-03 12:54:34.370371+00:00,2012-04-03 12:54:34.370371+00:00,2012-04-03 12:59:34.370371+00:00,Giorno
187,L,2012-04-03 12:56:51.724466+00:00,2012-04-03 12:56:51.724466+00:00,2012-04-03 13:01:51.724466+00:00,Jolyne
186,J,2012-04-03 12:59:34.370371+00:00,2012-04-03 12:59:34.370371+00:00,2012-04-03 13:04:34.370371+00:00,Jonathan
187,M,2012-04-03 13:01:51.724466+00:00,2012-04-03 13:01:51.724466+00:00,2012-04-03 13:06:51.724466+00:00,Giorno
188,A,2012-04-03 13:02:01.073755+00:00,2012-04-03 13:02:01.073755+00:00,2012-04-03 13:07:01.073755+00:00,Pucci
186,K,2012-04-03 13:04:34.370371+00:00,2012-04-03 13:04:34.370371+00:00,2012-04-03 13:09:34.370371+00:00,Jolyne
187,N,2012-04-03 13:06:51.724466+00:00,2012-04-03 13:06:51.724466+00:00,2012-04-03 13:11:51.724466+00:00,Jonathan
188,B,2012-04-03 13:07:01.073755+00:00,2012-04-03 13:07:01.073755+00:00,2012-04-03 13:12:01.073755+00:00,DIO
186,N,2012-04-03 13:09:34.370371+00:00,2012-04-03 13:09:34.370371+00:00,2012-04-03 13:14:34.370371+00:00,Giorno
187,O,2012-04-03 13:11:51.724466+00:00,2012-04-03 13:11:51.724466+00:00,2012-04-03 13:16:51.724466+00:00,Jolyne
188,F,2012-04-03 13:12:01.073755+00:00,2012-04-03 13:12:01.073755+00:00,2012-04-03 13:17:01.073755+00:00,Pucci
186,O,2012-04-03 13:14:34.370371+00:00,2012-04-03 13:14:34.370371+00:00,2012-04-03 13:19:34.370371+00:00,Jonathan
187,I,2012-04-03 13:16:51.724466+00:00,2012-04-03 13:16:51.724466+00:00,2012-04-03 13:21:51.724466+00:00,Giorno
188,G,2012-04-03 13:17:01.073755+00:00,2012-04-03 13:17:01.073755+00:00,2012-04-03 13:22:01.073755+00:00,DIO
186,I,2012-04-03 13:19:34.370371+00:00,2012-04-03 13:19:34.370371+00:00,2012-04-03 13:24:34.370371+00:00,Jolyne
187,J,2012-04-03 13:21:51.724466+00:00,2012-04-03 13:21:51.724466+00:00,2012-04-03 13:26:51.724466+00:00,Jonathan
188,H,2012-04-03 13:22:01.073755+00:00,2012-04-03 13:22:01.073755+00:00,2012-04-03 13:27:01.073755+00:00,Pucci
186,L,2012-04-03 13:24:34.370371+00:00,2012-04-03 13:24:34.370371+00:00,2012-04-03 13:29:34.370371+00:00,Giorno
189,A,2012-04-03 13:25:23.017832+00:00,2012-04-03 13:25:23.017832+00:00,2012-04-03 13:30:23.017832+00:00,DIO
187,K,2012-04-03 13:26:51.724466+00:00,2012-04-03 13:26:51.724466+00:00,2012-04-03 13:31:51.724466+00:00,Jolyne
188,I,2012-04-03 13:27:01.073755+00:00,2012-04-03 13:27:01.073755+00:00,2012-04-03 13:32:01.073755+00:00,Jonathan
186,M,2012-04-03 13:29:34.370371+00:00,2012-04-03 13:29:34.370371+00:00,2012-04-03 13:34:34.370371+00:00,Giorno
189,B,2012-04-03 13:30:23.017832+00:00,2012-04-03 13:30:23.017832+00:00,2012-04-03 13:35:23.017832+00:00,Pucci
187,N,2012-04-03 13:31:51.724466+00:00,2012-04-03 13:31:51.724466+00:00,2012-04-03 13:36:51.724466+00:00,Jolyne
188,L,2012-04-03 13:32:01.073755+00:00,2012-04-03 13:32:01.073755+00:00,2012-04-03 13:37:01.073755+00:00,Jonathan
186,N,2012-04-03 13:34:34.370371+00:00,2012-04-03 13:34:34.370371+00:00,2012-04-03 13:39:34.370371+00:00,Giorno
189,F,2012-04-03 13:35:23.017832+00:00,2012-04-03 13:35:23.017832+00:00,2012-04-03 13:40:23.017832+00:00,DIO
187,O,2012-04-03 13:36:51.724466+00:00,2012-04-03 13:36:51.724466+00:00,2012-04-03 13:41:51.724466+00:00,Jolyne
188,M,2012-04-03 13:37:01.073755+00:00,2012-04-03 13:37:01.073755+00:00,2012-04-03 13:42:01.073755+00:00,Jonathan
186,O,2012-04-03 13:39:34.370371+00:00,2012-04-03 13:39:34.370371+00:00,2012-04-03 13:44:34.370371+00:00,Giorno
189,G,2012-04-03 13:40:23.017832+00:00,2012-04-03 13:40:23.017832+00:00,2012-04-03 13:45:23.017832+00:00,Pucci
187,I,2012-04-03 13:41:51.724466+00:00,2012-04-03 13:41:51.724466+00:00,2012-04-03 13:46:51.724466+00:00,Jolyne
188,N,2012-04-03 13:42:01.073755+00:00,2012-04-03 13:42:01.073755+00:00,2012-04-03 13:47:01.073755+00:00,Jonathan
186,I,2012-04-03 13:44:34.370371+00:00,2012-04-03 13:44:34.370371+00:00,2012-04-03 13:49:34.370371+00:00,Giorno
189,H,2012-04-03 13:45:23.017832+00:00,2012-04-03 13:45:23.017832+00:00,2012-04-03 13:50:23.017832+00:00,DIO
187,L,2012-04-03 13:46:51.724466+00:00,2012-04-03 13:46:51.724466+00:00,2012-04-03 13:51:51.724466+00:00,Jolyne
188,O,2012-04-03 13:47:01.073755+00:00,2012-04-03 13:47:01.073755+00:00,2012-04-03 13:52:01.073755+00:00,Jonathan
186,L,2012-04-03 13:49:34.370371+00:00,2012-04-03 13:49:34.370371+00:00,2012-04-03 13:54:34.370371+00:00,Giorno
189,I,2012-04-03 13:50:23.017832+00:00,2012-04-03 13:51:51.724466+00:00,2012-04-03 13:56:51.724466+00:00,Jolyne
187,M,2012-04-03 13:51:51.724466+00:00,2012-04-03 13:52:01.073755+00:00,2012-04-03 13:57:01.073755+00:00,Jonathan
188,I,2012-04-03 13:52:01.073755+00:00,2012-04-03 13:54:34.370371+00:00,2012-04-03 13:59:34.370371+00:00,Giorno
186,M,2012-04-03 13:54:34.370371+00:00,2012-04-03 13:56:51.724466+00:00,2012-04-03 14:01:51.724466+00:00,Jolyne
190,A,2012-04-03 13:56:27.279288+00:00,2012-04-03 13:56:27.279288+00:00,2012-04-03 14:01:27.279288+00:00,Pucci
189,L,2012-04-03 13:56:51.724466+00:00,2012-04-03 13:57:01.073755+00:00,2012-04-03 14:02:01.073755+00:00,Jonathan
187,N,2012-04-03 13:57:01.073755+00:00,2012-04-03 13:59:34.370371+00:00,2012-04-03 14:04:34.370371+00:00,Giorno
188,J,2012-04-03 13:59:34.370371+00:00,2012-04-03 14:01:51.724466+00:00,2012-04-03 14:06:51.724466+00:00,Jolyne
190,B,2012-04-03 14:01:27.279288+00:00,2012-04-03 14:01:27.279288+00:00,2012-04-03 14:06:27.279288+00:00,DIO
186,N,2012-04-03 14:01:51.724466+00:00,2012-04-03 14:02:01.073755+00:00,2012-04-03 14:07:01.073755+00:00,Jonathan
189,M,2012-04-03 14:02:01.073755+00:00,2012-04-03 14:04:34.370371+00:00,2012-04-03 14:09:34.370371+00:00,Giorno
187,P,2012-04-03 14:04:34.370371+00:00,2012-04-03 14:06:51.724466+00:00,2012-04-03 14:11:51.724466+00:00,Jolyne
190,F,2012-04-03 14:06:27.279288+00:00,2012-04-03 14:06:27.279288+00:00,2012-04-03 14:11:27.279288+00:00,Pucci
188,K,2012-04-03 14:06:51.724466+00:00,2012-04-03 14:07:01.073755+00:00,2012-04-03 14:12:01.073755+00:00,Jonathan
186,P,2012-04-03 14:07:01.073755+00:00,2012-04-03 14:09:34.370371+00:00,2012-04-03 14:14:34.370371+00:00,Giorno
189,N,2012-04-03 14:09:34.370371+00:00,2012-04-03 14:11:51.724466+00:00,2012-04-03 14:16:51.724466+00:00,Jolyne
190,G,2012-04-03 14:11:27.279288+00:00,2012-04-03 14:11:27.279288+00:00,2012-04-03 14:16:27.279288+00:00,DIO
188,N,2012-04-03 14:12:01.073755+00:00,2012-04-03 14:12:01.073755+00:00,2012-04-03 14:17:01.073755+00:00,Jonathan
190,H,2012-04-03 14:16:27.279288+00:00,2012-04-03 14:16:27.279288+00:00,2012-04-03 14:21:27.279288+00:00,Pucci
189,O,2012-04-03 14:16:51.724466+00:00,2012-04-03 14:16:51.724466+00:00,2012-04-03 14:21:51.724466+00:00,Giorno
188,P,2012-04-03 14:17:01.073755+00:00,2012-04-03 14:17:01.073755+00:00,2012-04-03 14:22:01.073755+00:00,Jolyne
190,I,2012-04-03 14:21:27.279288+00:00,2012-04-03 14:21:27.279288+00:00,2012-04-03 14:26:27.279288+00:00,Jonathan
189,I,2012-04-03 14:21:51.724466+00:00,2012-04-03 14:21:51.724466+00:00,2012-04-03 14:26:51.724466+00:00,Giorno
191,A,2012-04-03 14:24:44.848450+00:00,2012-04-03 14:24:44.848450+00:00,2012-04-03 14:29:44.848450+00:00,DIO
190,L,2012-04-03 14:26:27.279288+00:00,2012-04-03 14:26:27.279288+00:00,2012-04-03 14:31:27.279288+00:00,Jolyne
189,J,2012-04-03 14:26:51.724466+00:00,2012-04-03 14:26:51.724466+00:00,2012-04-03 14:31:51.724466+00:00,Jonathan
191,B,2012-04-03 14:29:44.848450+00:00,2012-04-03 14:29:44.848450+00:00,2012-04-03 14:34:44.848450+00:00,Pucci
190,M,2012-04-03 14:31:27.279288+00:00,2012-04-03 14:31:27.279288+00:00,2012-04-03 14:36:27.279288+00:00,Giorno
189,K,2012-04-03 14:31:51.724466+00:00,2012-04-03 14:31:51.724466+00:00,2012-04-03 14:36:51.724466+00:00,Jolyne
191,F,2012-04-03 14:34:44.848450+00:00,2012-04-03 14:34:44.848450+00:00,2012-04-03 14:39:44.848450+00:00,DIO
190,N,2012-04-03 14:36:27.279288+00:00,2012-04-03 14:36:27.279288+00:00,2012-04-03 14:41:27.279288+00:00,Jonathan
189,N,2012-04-03 14:36:51.724466+00:00,2012-04-03 14:36:51.724466+00:00,2012-04-03 14:41:51.724466+00:00,Giorno
191,G,2012-04-03 14:39:44.848450+00:00,2012-04-03 14:39:44.848450+00:00,2012-04-03 14:44:44.848450+00:00,Pucci
190,P,2012-04-03 14:41:27.279288+00:00,2012-04-03 14:41:27.279288+00:00,2012-04-03 14:46:27.279288+00:00,Jolyne
189,P,2012-04-03 14:41:51.724466+00:00,2012-04-03 14:41:51.724466+00:00,2012-04-03 14:46:51.724466+00:00,Jonathan
191,H,2012-04-03 14:44:44.848450+00:00,2012-04-03 14:44:44.848450+00:00,2012-04-03 14:49:44.848450+00:00,DIO
191,I,2012-04-03 14:49:44.848450+00:00,2012-04-03 14:49:44.848450+00:00,2012-04-03 14:54:44.848450+00:00,Giorno
191,L,2012-04-03 14:54:44.848450+00:00,2012-04-03 14:54:44.848450+00:00,2012-04-03 14:59:44.848450+00:00,Jolyne
192,A,2012-04-03 14:55:12.356863+00:00,2012-04-03 14:55:12.356863+00:00,2012-04-03 15:00:12.356863+00:00,Pucci
191,M,2012-04-03 14:59:44.848450+00:00,2012-04-03 14:59:44.848450+00:00,2012-04-03 15:04:44.848450+00:00,Jonathan
192,B,2012-04-03 15:00:12.356863+00:00,2012-04-03 15:00:12.356863+00:00,2012-04-03 15:05:12.356863+00:00,DIO
191,N,2012-04-03 15:04:44.848450+00:00,2012-04-03 15:04:44.848450+00:00,2012-04-03 15:09:44.848450+00:00,Giorno
192,F,2012-04-03 15:05:12.356863+00:00,2012-04-03 15:05:12.356863+00:00,2012-04-03 15:10:12.356863+00:00,Pucci
191,P,2012-04-03 15:09:44.848450+00:00,2012-04-03 15:09:44.848450+00:00,2012-04-03 15:14:44.848450+00:00,Jolyne
192,G,2012-04-03 15:10:12.356863+00:00,2012-04-03 15:10:12.356863+00:00,2012-04-03 15:15:12.356863+00:00,DIO
192,H,2012-04-03 15:15:12.356863+00:00,2012-04-03 15:15:12.356863+00:00,2012-04-03 15:20:12.356863+00:00,Pucci
192,I,2012-04-03 15:20:12.356863+00:00,2012-04-03 15:20:12.356863+00:00,2012-04-03 15:25:12.356863+00:00,Jonathan
193,A,2012-04-03 15:24:57.047479+00:00,2012-04-03 15:24:57.047479+00:00,2012-04-03 15:29:57.047479+00:00,DIO
192,L,2012-04-03 15:25:12.356863+00:00,2012-04-03 15:25:12.356863+00:00,2012-04-03 15:30:12.356863+00:00,Giorno
193,B,2012-04-03 15:29:57.047479+00:00,2012-04-03 15:29:57.047479+00:00,2012-04-03 15:34:57.047479+00:00,Pucci
192,M,2012-04-03 15:30:12.356863+00:00,2012-04-03 15:30:12.356863+00:00,2012-04-03 15:35:12.356863+00:00,Jolyne
193,F,2012-04-03 15:34:57.047479+00:00,2012-04-03 15:34:57.047479+00:00,2012-04-03 15:39:57.047479+00:00,DIO
192,N,2012-04-03 15:35:12.356863+00:00,2012-04-03 15:35:12.356863+00:00,2012-04-03 15:40:12.356863+00:00,Jonathan
193,G,2012-04-03 15:39:57.047479+00:00,2012-04-03 15:39:57.047479+00:00,2012-04-03 15:44:57.047479+00:00,Pucci
192,O,2012-04-03 15:40:12.356863+00:00,2012-04-03 15:40:12.356863+00:00,2012-04-03 15:45:12.356863+00:00,Giorno
193,H,2012-04-03 15:44:57.047479+00:00,2012-04-03 15:44:57.047479+00:00,2012-04-03 15:49:57.047479+00:00,DIO
