case_id,Resource,role,Activity,FixedCost,ResourceCost,__start_time,end_time,__AssignedTime
32,Jolyne,Jolyne,I,0.0,0.0,2012-03-21T14:20:00.000,2012-03-21 14:25:00+00:00,2012-03-21T14:20:00.000
32,Giorno,Giorno,L,0.0,0.0,2012-03-21T14:25:00.000,2012-03-21 14:30:00+00:00,2012-03-21T14:25:00.000
32,Giorno,Giorno,M,0.0,0.0,2012-03-21T14:30:00.000,2012-03-21 14:35:00+00:00,2012-03-21T14:30:00.000
32,Jolyne,Jolyne,N,0.0,0.0,2012-03-21T14:35:00.000,2012-03-21 14:40:00+00:00,2012-03-21T14:35:00.000
33,DIO,DIO,A,0.0,0.0,2012-03-21T14:15:00.000,2012-03-21 14:20:00+00:00,2012-03-21T14:15:00.000
33,DIO,DIO,B,0.0,0.0,2012-03-21T14:20:00.000,2012-03-21 14:25:00+00:00,2012-03-21T14:20:00.000
33,DIO,DIO,E,0.0,0.0,2012-03-21T14:25:00.000,2012-03-21 14:30:00+00:00,2012-03-21T14:25:00.000
33,Jolyne,Jolyne,I,0.0,0.0,2012-03-21T14:30:00.000,2012-03-21 14:35:00+00:00,2012-03-21T14:30:00.000
33,Giorno,Giorno,J,0.0,0.0,2012-03-21T14:35:00.000,2012-03-21 14:40:00+00:00,2012-03-21T14:35:00.000
34,DIO,DIO,A,0.0,0.0,2012-03-21T14:30:00.000,2012-03-21 14:35:00+00:00,2012-03-21T14:30:00.000
34,DIO,DIO,B,0.0,0.0,2012-03-21T14:35:00.000,2012-03-21 14:40:00+00:00,2012-03-21T14:35:00.000
34,DIO,DIO,F,0.0,0.0,2012-03-21T14:40:00.000,2012-03-21 14:45:00+00:00,2012-03-21T14:40:00.000
35,DIO,DIO,A,0.0,0.0,2012-03-21T14:45:00.000,2012-03-21 14:50:00+00:00,2012-03-21T14:45:00.000
35,DIO,DIO,B,0.0,0.0,2012-03-21T14:50:00.000,2012-03-21 14:55:00+00:00,2012-03-21T14:50:00.000
35,DIO,DIO,C,0.0,0.0,2012-03-21T14:55:00.000,2012-03-21 15:00:00+00:00,2012-03-21T14:55:00.000
35,Pucci,Pucci,D,0.0,0.0,2012-03-21T15:00:00.000,2012-03-21 15:05:00+00:00,2012-03-21T15:00:00.000
35,Jolyne,Jolyne,I,0.0,0.0,2012-03-21T15:05:00.000,2012-03-21 15:10:00+00:00,2012-03-21T15:05:00.000
35,Jolyne,Jolyne,L,0.0,0.0,2012-03-21T15:10:00.000,2012-03-21 15:15:00+00:00,2012-03-21T15:10:00.000
35,Giorno,Giorno,M,0.0,0.0,2012-03-21T15:15:00.000,2012-03-21 15:20:00+00:00,2012-03-21T15:15:00.000
36,DIO,DIO,A,0.0,0.0,2012-03-21T15:00:00.000,2012-03-21 15:05:00+00:00,2012-03-21T15:00:00.000
36,DIO,DIO,B,0.0,0.0,2012-03-21T15:05:00.000,2012-03-21 15:10:00+00:00,2012-03-21T15:05:00.000
36,DIO,DIO,E,0.0,0.0,2012-03-21T15:10:00.000,2012-03-21 15:15:00+00:00,2012-03-21T15:10:00.000
36,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T15:15:00.000,2012-03-21 15:20:00+00:00,2012-03-21T15:15:00.000
37,DIO,DIO,A,0.0,0.0,2012-03-21T15:15:00.000,2012-03-21 15:20:00+00:00,2012-03-21T15:15:00.000
37,DIO,DIO,B,0.0,0.0,2012-03-21T15:20:00.000,2012-03-21 15:25:00+00:00,2012-03-21T15:20:00.000
37,DIO,DIO,E,0.0,0.0,2012-03-21T15:25:00.000,2012-03-21 15:30:00+00:00,2012-03-21T15:25:00.000
38,DIO,DIO,A,0.0,0.0,2012-03-21T15:30:00.000,2012-03-21 15:35:00+00:00,2012-03-21T15:30:00.000
38,DIO,DIO,B,0.0,0.0,2012-03-21T15:35:00.000,2012-03-21 15:40:00+00:00,2012-03-21T15:35:00.000
38,DIO,DIO,C,0.0,0.0,2012-03-21T15:40:00.000,2012-03-21 15:45:00+00:00,2012-03-21T15:40:00.000
38,Pucci,Pucci,D,0.0,0.0,2012-03-21T15:45:00.000,2012-03-21 15:50:00+00:00,2012-03-21T15:45:00.000
38,Jolyne,Jolyne,I,0.0,0.0,2012-03-21T15:50:00.000,2012-03-21 15:55:00+00:00,2012-03-21T15:50:00.000
38,Giorno,Giorno,L,0.0,0.0,2012-03-21T15:55:00.000,2012-03-21 16:00:00+00:00,2012-03-21T15:55:00.000
38,Giorno,Giorno,M,0.0,0.0,2012-03-21T16:00:00.000,2012-03-21 16:05:00+00:00,2012-03-21T16:00:00.000
38,Giorno,Giorno,N,0.0,0.0,2012-03-21T16:05:00.000,2012-03-21 16:10:00+00:00,2012-03-21T16:05:00.000
39,DIO,DIO,A,0.0,0.0,2012-03-21T15:45:00.000,2012-03-21 15:50:00+00:00,2012-03-21T15:45:00.000
39,DIO,DIO,B,0.0,0.0,2012-03-21T15:50:00.000,2012-03-21 15:55:00+00:00,2012-03-21T15:50:00.000
39,DIO,DIO,F,0.0,0.0,2012-03-21T15:55:00.000,2012-03-21 16:00:00+00:00,2012-03-21T15:55:00.000
39,Pucci,Pucci,G,0.0,0.0,2012-03-21T16:00:00.000,2012-03-21 16:05:00+00:00,2012-03-21T16:00:00.000
39,Pucci,Pucci,H,0.0,0.0,2012-03-21T16:05:00.000,2012-03-21 16:10:00+00:00,2012-03-21T16:05:00.000
39,Giorno,Giorno,I,0.0,0.0,2012-03-21T16:10:00.000,2012-03-21 16:15:00+00:00,2012-03-21T16:10:00.000
39,Giorno,Giorno,J,0.0,0.0,2012-03-21T16:15:00.000,2012-03-21 16:20:00+00:00,2012-03-21T16:15:00.000
39,Giorno,Giorno,K,0.0,0.0,2012-03-21T16:20:00.000,2012-03-21 16:25:00+00:00,2012-03-21T16:20:00.000
39,Jolyne,Jolyne,N,0.0,0.0,2012-03-21T16:25:00.000,2012-03-21 16:30:00+00:00,2012-03-21T16:25:00.000
39,Giorno,Giorno,O,0.0,0.0,2012-03-21T16:30:00.000,2012-03-21 16:35:00+00:00,2012-03-21T16:30:00.000
39,Giorno,Giorno,I,0.0,0.0,2012-03-21T16:35:00.000,2012-03-21 16:40:00+00:00,2012-03-21T16:35:00.000
40,DIO,DIO,A,0.0,0.0,2012-03-21T16:00:00.000,2012-03-21 16:05:00+00:00,2012-03-21T16:00:00.000
40,DIO,DIO,B,0.0,0.0,2012-03-21T16:05:00.000,2012-03-21 16:10:00+00:00,2012-03-21T16:05:00.000
40,DIO,DIO,F,0.0,0.0,2012-03-21T16:10:00.000,2012-03-21 16:15:00+00:00,2012-03-21T16:10:00.000
40,Pucci,Pucci,G,0.0,0.0,2012-03-21T16:15:00.000,2012-03-21 16:20:00+00:00,2012-03-21T16:15:00.000
40,Pucci,Pucci,H,0.0,0.0,2012-03-21T16:20:00.000,2012-03-21 16:25:00+00:00,2012-03-21T16:20:00.000
40,Giorno,Giorno,I,0.0,0.0,2012-03-21T16:25:00.000,2012-03-21 16:30:00+00:00,2012-03-21T16:25:00.000
40,Jolyne,Jolyne,L,0.0,0.0,2012-03-21T16:30:00.000,2012-03-21 16:35:00+00:00,2012-03-21T16:30:00.000
41,DIO,DIO,A,0.0,0.0,2012-03-21T16:15:00.000,2012-03-21 16:20:00+00:00,2012-03-21T16:15:00.000
41,DIO,DIO,B,0.0,0.0,2012-03-21T16:20:00.000,2012-03-21 16:25:00+00:00,2012-03-21T16:20:00.000
41,DIO,DIO,F,0.0,0.0,2012-03-21T16:25:00.000,2012-03-21 16:30:00+00:00,2012-03-21T16:25:00.000
41,Pucci,Pucci,G,0.0,0.0,2012-03-21T16:30:00.000,2012-03-21 16:35:00+00:00,2012-03-21T16:30:00.000
42,DIO,DIO,A,0.0,0.0,2012-03-21T16:30:00.000,2012-03-21 16:35:00+00:00,2012-03-21T16:30:00.000
42,DIO,DIO,B,0.0,0.0,2012-03-21T16:35:00.000,2012-03-21 16:40:00+00:00,2012-03-21T16:35:00.000
42,DIO,DIO,F,0.0,0.0,2012-03-21T16:40:00.000,2012-03-21 16:45:00+00:00,2012-03-21T16:40:00.000
42,Pucci,Pucci,G,0.0,0.0,2012-03-21T16:45:00.000,2012-03-21 16:50:00+00:00,2012-03-21T16:45:00.000
42,Pucci,Pucci,H,0.0,0.0,2012-03-21T16:50:00.000,2012-03-21 16:55:00+00:00,2012-03-21T16:50:00.000
42,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T16:55:00.000,2012-03-21 17:00:00+00:00,2012-03-21T16:55:00.000
43,DIO,DIO,A,0.0,0.0,2012-03-21T16:45:00.000,2012-03-21 16:50:00+00:00,2012-03-21T16:45:00.000
43,DIO,DIO,B,0.0,0.0,2012-03-21T16:50:00.000,2012-03-21 16:55:00+00:00,2012-03-21T16:50:00.000
43,DIO,DIO,E,0.0,0.0,2012-03-21T16:55:00.000,2012-03-21 17:00:00+00:00,2012-03-21T16:55:00.000
43,Giorno,Giorno,I,0.0,0.0,2012-03-21T17:05:00.000,2012-03-21 17:10:00+00:00,2012-03-21T17:00:00.000
43,Jolyne,Jolyne,J,0.0,0.0,2012-03-21T17:10:00.000,2012-03-21 17:15:00+00:00,2012-03-21T17:10:00.000
43,Giorno,Giorno,K,0.0,0.0,2012-03-21T17:15:00.000,2012-03-21 17:20:00+00:00,2012-03-21T17:15:00.000
43,Giorno,Giorno,N,0.0,0.0,2012-03-21T17:20:00.000,2012-03-21 17:25:00+00:00,2012-03-21T17:20:00.000
44,DIO,DIO,A,0.0,0.0,2012-03-21T17:00:00.000,2012-03-21 17:05:00+00:00,2012-03-21T17:00:00.000
44,DIO,DIO,B,0.0,0.0,2012-03-21T17:05:00.000,2012-03-21 17:10:00+00:00,2012-03-21T17:05:00.000
44,DIO,DIO,F,0.0,0.0,2012-03-21T17:10:00.000,2012-03-21 17:15:00+00:00,2012-03-21T17:10:00.000
44,Pucci,Pucci,G,0.0,0.0,2012-03-21T17:15:00.000,2012-03-21 17:20:00+00:00,2012-03-21T17:15:00.000
44,Pucci,Pucci,H,0.0,0.0,2012-03-21T17:20:00.000,2012-03-21 17:25:00+00:00,2012-03-21T17:20:00.000
44,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T17:25:00.000,2012-03-21 17:30:00+00:00,2012-03-21T17:25:00.000
44,Jolyne,Jolyne,L,0.0,0.0,2012-03-21T17:30:00.000,2012-03-21 17:35:00+00:00,2012-03-21T17:30:00.000
44,Giorno,Giorno,M,0.0,0.0,2012-03-21T17:35:00.000,2012-03-21 17:40:00+00:00,2012-03-21T17:35:00.000
45,DIO,DIO,A,0.0,0.0,2012-03-21T17:15:00.000,2012-03-21 17:20:00+00:00,2012-03-21T17:15:00.000
45,DIO,DIO,B,0.0,0.0,2012-03-21T17:20:00.000,2012-03-21 17:25:00+00:00,2012-03-21T17:20:00.000
45,DIO,DIO,F,0.0,0.0,2012-03-21T17:25:00.000,2012-03-21 17:30:00+00:00,2012-03-21T17:25:00.000
45,Pucci,Pucci,G,0.0,0.0,2012-03-21T17:30:00.000,2012-03-21 17:35:00+00:00,2012-03-21T17:30:00.000
45,Pucci,Pucci,H,0.0,0.0,2012-03-21T17:35:00.000,2012-03-21 17:40:00+00:00,2012-03-21T17:35:00.000
45,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T17:40:00.000,2012-03-21 17:45:00+00:00,2012-03-21T17:40:00.000
45,Jonathan,Jonathan,L,0.0,0.0,2012-03-21T17:45:00.000,2012-03-21 17:50:00+00:00,2012-03-21T17:45:00.000
46,DIO,DIO,A,0.0,0.0,2012-03-21T17:30:00.000,2012-03-21 17:35:00+00:00,2012-03-21T17:30:00.000
46,DIO,DIO,B,0.0,0.0,2012-03-21T17:35:00.000,2012-03-21 17:40:00+00:00,2012-03-21T17:35:00.000
46,DIO,DIO,F,0.0,0.0,2012-03-21T17:40:00.000,2012-03-21 17:45:00+00:00,2012-03-21T17:40:00.000
46,Pucci,Pucci,G,0.0,0.0,2012-03-21T17:45:00.000,2012-03-21 17:50:00+00:00,2012-03-21T17:45:00.000
46,Pucci,Pucci,H,0.0,0.0,2012-03-21T17:50:00.000,2012-03-21 17:55:00+00:00,2012-03-21T17:50:00.000
46,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T17:55:00.000,2012-03-21 18:00:00+00:00,2012-03-21T17:55:00.000
46,Jonathan,Jonathan,L,0.0,0.0,2012-03-21T18:00:00.000,2012-03-21 18:05:00+00:00,2012-03-21T18:00:00.000
46,Giorno,Giorno,M,0.0,0.0,2012-03-21T18:05:00.000,2012-03-21 18:10:00+00:00,2012-03-21T18:05:00.000
46,Giorno,Giorno,N,0.0,0.0,2012-03-21T18:10:00.000,2012-03-21 18:15:00+00:00,2012-03-21T18:10:00.000
46,Jonathan,Jonathan,O,0.0,0.0,2012-03-21T18:15:00.000,2012-03-21 18:20:00+00:00,2012-03-21T18:15:00.000
46,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T18:20:00.000,2012-03-21 18:25:00+00:00,2012-03-21T18:20:00.000
46,Jonathan,Jonathan,J,0.0,0.0,2012-03-21T18:25:00.000,2012-03-21 18:30:00+00:00,2012-03-21T18:25:00.000
46,Giorno,Giorno,K,0.0,0.0,2012-03-21T18:30:00.000,2012-03-21 18:35:00+00:00,2012-03-21T18:30:00.000
46,Giorno,Giorno,N,0.0,0.0,2012-03-21T18:35:00.000,2012-03-21 18:40:00+00:00,2012-03-21T18:35:00.000
46,Jolyne,Jolyne,O,0.0,0.0,2012-03-21T18:40:00.000,2012-03-21 18:45:00+00:00,2012-03-21T18:40:00.000
46,Jonathan,Jonathan,I,0.0,0.0,2012-03-21T18:45:00.000,2012-03-21 18:50:00+00:00,2012-03-21T18:45:00.000
47,DIO,DIO,A,0.0,0.0,2012-03-21T17:45:00.000,2012-03-21 17:50:00+00:00,2012-03-21T17:45:00.000
47,DIO,DIO,B,0.0,0.0,2012-03-21T17:50:00.000,2012-03-21 17:55:00+00:00,2012-03-21T17:50:00.000

