case_id,start_time,end_time,activity,resource,enabled_time
145,2012-01-25T08:17:06.135,2012-01-25T08:48:12.546,W_Valideren aanvraag,10629.0,2012-01-23T09:47:47.808+00:00
146,2012-01-10T12:53:09.788,2012-01-10T12:55:46.178,W_Completeren aanvraag,10929.0,2012-01-10T12:53:09.788+00:00
146,2012-01-10T19:39:01.325,2012-01-10T19:39:36.776,W_Completeren aanvraag,11119.0,2012-01-10T12:55:46.178+00:00
146,2012-01-11T14:56:04.151,2012-01-11T14:57:55.903,W_Completeren aanvraag,10863.0,2012-01-10T19:39:36.776+00:00
146,2012-01-11T16:24:46.764,2012-01-11T16:27:59.435,W_Completeren aanvraag,10939.0,2012-01-11T14:57:55.903+00:00
146,2012-01-12T13:57:06.579,2012-01-12T13:58:42.521,W_Completeren aanvraag,11003.0,2012-01-11T16:27:59.435+00:00
146,2012-01-13T17:24:39.429,2012-01-13T17:37:59.716,W_Completeren aanvraag,10913.0,2012-01-12T13:58:42.521+00:00
146,2012-01-14T13:46:44.65,2012-01-14T13:47:29.578,W_Completeren aanvraag,10861.0,2012-01-13T17:37:59.716+00:00
146,2012-01-17T10:28:39.17,2012-01-17T10:29:31.793,W_Completeren aanvraag,10910.0,2012-01-14T13:47:29.578+00:00
146,2012-01-18T13:21:43.807,2012-01-18T13:24:17.958,W_Completeren aanvraag,10861.0,2012-01-17T10:29:31.793+00:00
146,2012-01-18T14:07:02.154,2012-01-18T14:18:24.388,W_Completeren aanvraag,10932.0,2012-01-18T13:24:17.958+00:00
146,2012-01-18T14:35:25.756,2012-01-18T14:43:19.187,W_Completeren aanvraag,11189.0,2012-01-18T14:18:24.388+00:00
147,2012-01-09T18:34:20.902,2012-01-09T18:38:58.989,W_Completeren aanvraag,11122.0,2012-01-09T18:34:20.902+00:00
147,2012-01-09T18:39:58.953,2012-01-09T19:14:20.102,W_Nabellen offertes,11122.0,2012-01-09T18:38:58.989+00:00
147,2012-01-16T09:45:47.907,2012-01-16T09:47:22.329,W_Nabellen offertes,11049.0,2012-01-09T19:14:20.102+00:00
147,2012-01-18T09:04:35.43,2012-01-18T09:27:17.845,W_Valideren aanvraag,10138.0,2012-01-16T09:47:22.329+00:00
147,2012-01-18T10:22:34.185,2012-01-18T10:22:41.754,W_Nabellen incomplete dossiers,11169.0,2012-01-18T09:27:17.845+00:00
147,2012-01-18T10:25:13.067,2012-01-18T10:27:07.209,W_Nabellen incomplete dossiers,10932.0,2012-01-18T10:22:41.754+00:00
147,2012-01-18T14:54:17.576,2012-01-18T14:57:23.909,W_Nabellen incomplete dossiers,10138.0,2012-01-18T10:27:07.209+00:00
148,2012-01-09T18:44:19.419,2012-01-09T18:49:57.526,W_Afhandelen leads,10863.0,2012-01-09T18:44:19.419+00:00
149,2012-01-09T18:43:15.679,2012-01-09T18:48:08.401,W_Completeren aanvraag,11002.0,2012-01-09T18:43:15.679+00:00
149,2012-01-09T18:48:16.192,2012-01-09T18:58:45.531,W_Completeren aanvraag,11002.0,2012-01-09T18:48:08.401+00:00
149,2012-01-17T09:56:30.396,2012-01-17T09:57:27.3,W_Nabellen offertes,10909.0,2012-01-09T18:58:45.531+00:00
149,2012-01-17T11:33:06.926,2012-01-17T11:33:19.393,W_Nabellen offertes,11259.0,2012-01-17T09:57:27.300+00:00
149,2012-01-20T13:49:01.066,2012-01-20T14:36:26.578,W_Valideren aanvraag,10972.0,2012-01-17T11:33:19.393+00:00
149,2012-01-20T16:13:59.78,2012-01-20T16:14:01.88,W_Nabellen incomplete dossiers,10909.0,2012-01-20T14:36:26.578+00:00
149,2012-01-20T16:14:05.059,2012-01-20T16:14:06.243,W_Nabellen incomplete dossiers,10909.0,2012-01-20T16:14:01.880+00:00
149,2012-01-20T16:14:29.245,2012-01-20T16:16:35.232,W_Nabellen incomplete dossiers,10909.0,2012-01-20T16:14:06.243+00:00
149,2012-01-20T16:18:22.485,2012-01-20T16:19:47.437,W_Nabellen incomplete dossiers,10909.0,2012-01-20T16:16:35.232+00:00
149,2012-01-20T16:25:54.989,2012-01-20T16:29:42.492,W_Valideren aanvraag,10972.0,2012-01-20T16:19:47.437+00:00
150,2012-01-09T18:50:25.555,2012-01-09T18:53:20.051,W_Afhandelen leads,10863.0,2012-01-09T18:50:25.555+00:00
150,2012-01-10T13:29:33.587,2012-01-10T13:39:36.232,W_Completeren aanvraag,10929.0,2012-01-09T18:53:20.051+00:00
151,2012-01-09T19:01:26.937,2012-01-09T19:03:31.587,W_Afhandelen leads,10863.0,2012-01-09T19:01:26.937+00:00
151,2012-01-10T13:54:24.524,2012-01-10T14:03:39.737,W_Completeren aanvraag,10929.0,2012-01-09T19:03:31.587+00:00
151,2012-01-13T13:09:46.638,2012-01-13T13:22:21.606,W_Completeren aanvraag,11003.0,2012-01-10T14:03:39.737+00:00
152,2012-01-09T19:03:45.696,2012-01-09T19:07:44.53,W_Afhandelen leads,10863.0,2012-01-09T19:03:45.696+00:00
152,2012-01-10T13:51:37.547,2012-01-10T13:54:08.824,W_Completeren aanvraag,10929.0,2012-01-09T19:07:44.530+00:00
152,2012-01-11T11:42:23.303,2012-01-11T11:51:06.843,W_Completeren aanvraag,10912.0,2012-01-10T13:54:08.824+00:00
152,2012-01-11T11:51:28.233,2012-01-12T05:15:04.919,W_Nabellen offertes,10912.0,2012-01-11T11:51:06.843+00:00
152,2012-01-16T12:28:26.834,2012-01-16T12:29:05.839,W_Nabellen offertes,10910.0,2012-01-12T05:15:04.919+00:00
152,2012-01-23T13:18:20.851,2012-01-23T13:25:46.361,W_Nabellen offertes,10889.0,2012-01-16T12:29:05.839+00:00
152,2012-01-26T14:08:38.154,2012-01-26T14:09:44.344,W_Nabellen offertes,10909.0,2012-01-23T13:25:46.361+00:00
152,2012-01-28T13:10:45.272,2012-01-28T13:11:49.269,W_Nabellen offertes,10912.0,2012-01-26T14:09:44.344+00:00
153,2012-01-10T13:39:50.245,2012-01-10T13:50:11.496,W_Completeren aanvraag,10929.0,2012-01-10T13:39:50.245+00:00
153,2012-01-10T15:36:39.459,2012-01-10T15:39:08.545,W_Completeren aanvraag,NOT_SET,2012-01-10T13:50:11.496+00:00
153,2012-01-10T16:26:19.187,2012-01-10T16:49:19.349,W_Completeren aanvraag,10939.0,2012-01-10T15:39:08.545+00:00
153,2012-01-10T16:49:37.189,2012-01-10T16:51:22.713,W_Nabellen offertes,10939.0,2012-01-10T16:49:19.349+00:00
153,2012-01-17T11:47:34.974,2012-01-17T11:47:55.031,W_Nabellen offertes,11049.0,2012-01-10T16:51:22.713+00:00
153,2012-01-19T12:58:50.236,2012-01-19T13:13:48.611,W_Valideren aanvraag,10629.0,2012-01-17T11:47:55.031+00:00
154,2012-01-09T19:19:24.29,2012-01-09T19:36:38.718,W_Completeren aanvraag,10929.0,2012-01-09T19:19:24.290+00:00
154,2012-01-09T19:36:48.298,2012-01-09T19:42:14.808,W_Nabellen offertes,10929.0,2012-01-09T19:36:38.718+00:00
154,2012-01-09T19:48:29.863,2012-01-09T19:54:49.012,W_Nabellen offertes,10929.0,2012-01-09T19:42:14.808+00:00
154,2012-01-11T14:57:02.979,2012-01-11T14:57:41.481,W_Nabellen offertes,10982.0,2012-01-09T19:54:49.012+00:00
154,2012-01-16T16:46:09.374,2012-01-16T16:48:57.548,W_Nabellen offertes,10913.0,2012-01-11T14:57:41.481+00:00
154,2012-01-20T18:58:14.837,2012-01-20T19:00:35.091,W_Nabellen offertes,11119.0,2012-01-16T16:48:57.548+00:00
154,2012-01-25T10:05:22.668,2012-01-25T10:05:43.467,W_Nabellen offertes,11259.0,2012-01-20T19:00:35.091+00:00
154,2012-01-31T07:10:48.394,2012-01-31T07:41:05.02,W_Valideren aanvraag,10629.0,2012-01-25T10:05:43.467+00:00
154,2012-01-31T09:50:31.618,2012-01-31T10:02:15.813,W_Nabellen incomplete dossiers,11000.0,2012-01-31T07:41:05.020+00:00
154,2012-01-31T10:23:53.77,2012-01-31T10:29:50.2,W_Valideren aanvraag,10629.0,2012-01-31T10:02:15.813+00:00
155,2012-01-09T19:35:28.11,2012-01-09T19:37:14.579,W_Afhandelen leads,10863.0,2012-01-09T19:35:28.110+00:00
156,2012-01-09T19:39:05.46,2012-01-09T19:40:13.001,W_Afhandelen leads,10863.0,2012-01-09T19:39:05.460+00:00
156,2012-01-09T19:40:17.681,2012-01-09T19:40:27.35,W_Afhandelen leads,10863.0,2012-01-09T19:40:13.001+00:00
156,2012-01-10T11:37:21.469,2012-01-10T11:49:13.478,W_Completeren aanvraag,NOT_SET,2012-01-09T19:40:27.350+00:00
156,2012-01-10T11:51:04.139,2012-01-10T11:51:58.493,W_Nabellen offertes,NOT_SET,2012-01-10T11:49:13.478+00:00
156,2012-01-10T11:52:08.482,2012-01-10T11:53:04.224,W_Nabellen offertes,NOT_SET,2012-01-10T11:51:58.493+00:00
156,2012-01-16T09:15:49.59,2012-01-16T09:16:07.21,W_Nabellen offertes,11259.0,2012-01-10T11:53:04.224+00:00
156,2012-01-18T09:54:38.131,2012-01-18T10:09:02.082,W_Valideren aanvraag,10138.0,2012-01-16T09:16:07.210+00:00
156,2012-01-18T12:54:18.639,2012-01-18T12:57:13.413,W_Nabellen incomplete dossiers,10913.0,2012-01-18T10:09:02.082+00:00
156,2012-01-18T13:24:17.53,2012-01-18T13:42:06.17,W_Nabellen incomplete dossiers,11169.0,2012-01-18T12:57:13.413+00:00
156,2012-01-18T14:50:27.949,2012-01-18T14:50:45.088,W_Nabellen incomplete dossiers,11259.0,2012-01-18T13:42:06.170+00:00
156,2012-01-18T15:14:21.755,2012-01-18T15:18:20.738,W_Valideren aanvraag,10138.0,2012-01-18T14:50:45.088+00:00
157,2012-01-10T08:01:11.037,2012-01-10T08:01:30.376,W_Afhandelen leads,10889.0,2012-01-10T08:01:11.037+00:00
157,2012-01-10T09:53:57.078,2012-01-10T09:57:08.598,W_Completeren aanvraag,10889.0,2012-01-10T08:01:30.376+00:00
157,2012-01-11T14:44:24.455,2012-01-11T14:50:42.651,W_Completeren aanvraag,10863.0,2012-01-10T09:57:08.598+00:00
157,2012-01-12T11:07:58.468,2012-01-12T11:08:25.264,W_Completeren aanvraag,11169.0,2012-01-11T14:50:42.651+00:00
157,2012-01-13T16:52:42.2,2012-01-13T16:54:58.062,W_Completeren aanvraag,10913.0,2012-01-12T11:08:25.264+00:00
157,2012-01-14T10:32:56.632,2012-01-14T10:34:15.801,W_Completeren aanvraag,10932.0,2012-01-13T16:54:58.062+00:00
157,2012-01-16T14:56:34.883,2012-01-16T14:56:59.531,W_Completeren aanvraag,11121.0,2012-01-14T10:34:15.801+00:00
157,2012-01-17T10:56:48.098,2012-01-17T10:57:39.187,W_Completeren aanvraag,11169.0,2012-01-16T14:56:59.531+00:00
157,2012-01-18T13:31:25.524,2012-01-18T13:34:00,W_Completeren aanvraag,10889.0,2012-01-17T10:57:39.187+00:00
157,2012-01-21T10:09:33.136,2012-01-21T10:19:04.365,W_Completeren aanvraag,10932.0,2012-01-17T10:57:39.187+00:00
157,2012-01-24T15:57:46.315,2012-01-24T16:02:12.965,W_Completeren aanvraag,10910.0,2012-01-21T10:19:04.365+00:00
157,2012-01-31T10:31:02.282,2012-01-31T10:33:13.332,W_Nabellen offertes,10933.0,2012-01-24T16:02:12.965+00:00
157,2012-02-01T13:21:54.794,2012-02-01T13:23:58.497,W_Nabellen offertes,10861.0,2012-01-31T10:33:13.332+00:00
157,2012-02-02T16:35:32.578,2012-02-02T16:39:51.063,W_Nabellen offertes,11180.0,2012-02-01T13:23:58.497+00:00
157,2012-02-10T10:50:59.06,2012-02-10T10:51:12.824,W_Nabellen offertes,11179.0,2012-02-02T16:39:51.063+00:00
157,2012-02-14T10:16:31.382,2012-02-14T10:21:09.44,W_Nabellen offertes,11203.0,2012-02-10T10:51:12.824+00:00
157,2012-02-17T10:05:01.721,2012-02-17T10:05:37.3,W_Nabellen offertes,10789.0,2012-02-14T10:21:09.440+00:00
157,2012-02-17T15:10:41.352,2012-02-17T15:16:36.553,W_Valideren aanvraag,10629.0,2012-02-17T10:05:37.300+00:00
157,2012-02-17T15:16:40.774,2012-02-17T15:31:48.243,W_Valideren aanvraag,10629.0,2012-02-17T15:16:36.553+00:00
157,2012-02-17T18:13:07.362,2012-02-17T18:36:35.335,W_Nabellen incomplete dossiers,10881.0,2012-02-17T15:31:48.243+00:00
157,2012-02-18T13:28:06.563,2012-02-18T13:30:07.064,W_Nabellen incomplete dossiers,10889.0,2012-02-17T18:36:35.335+00:00
157,2012-02-20T10:39:38.009,2012-02-20T10:40:44.825,W_Nabellen incomplete dossiers,10935.0,2012-02-18T13:30:07.064+00:00
157,2012-02-21T13:02:36.579,2012-02-21T13:08:37.636,W_Nabellen incomplete dossiers,10913.0,2012-02-20T10:40:44.825+00:00
157,2012-02-22T09:46:27.029,2012-02-22T09:52:18.63,W_Nabellen incomplete dossiers,10863.0,2012-02-21T13:08:37.636+00:00
157,2012-02-23T16:29:27.497,2012-02-23T16:33:33.336,W_Nabellen incomplete dossiers,10881.0,2012-02-22T09:52:18.630+00:00
157,2012-02-23T18:04:54.403,2012-02-23T18:05:24.273,W_Nabellen incomplete dossiers,10982.0,2012-02-23T16:33:33.336+00:00
158,2012-01-10T15:26:00.04,2012-01-10T15:28:06.771,W_Completeren aanvraag,10929.0,2012-01-10T15:26:00.040+00:00
158,2012-01-10T16:14:47.188,2012-01-10T16:14:52.706,W_Completeren aanvraag,10863.0,2012-01-10T15:28:06.771+00:00
158,2012-01-10T16:18:38.234,2012-01-10T16:18:45.206,W_Completeren aanvraag,11119.0,2012-01-10T16:14:52.706+00:00
158,2012-01-10T17:04:24.538,2012-01-10T17:13:33.659,W_Completeren aanvraag,10863.0,2012-01-10T16:18:45.206+00:00
158,2012-01-10T17:13:47.718,2012-01-10T17:15:19.675,W_Nabellen offertes,10863.0,2012-01-10T17:13:33.659+00:00
158,2012-01-18T09:54:51.036,2012-01-18T09:55:07.532,W_Nabellen offertes,10899.0,2012-01-10T17:15:19.675+00:00
158,2012-01-23T09:46:18.183,2012-01-23T10:05:28.75,W_Valideren aanvraag,10138.0,2012-01-18T09:55:07.532+00:00
158,2012-01-23T11:46:19.496,2012-01-23T11:54:04.347,W_Nabellen incomplete dossiers,10909.0,2012-01-23T10:05:28.750+00:00
158,2012-01-25T16:01:26.711,2012-01-25T16:03:17.861,W_Nabellen incomplete dossiers,11259.0,2012-01-23T11:54:04.347+00:00
158,2012-01-26T10:31:26.9,2012-01-26T10:49:55.518,W_Valideren aanvraag,10629.0,2012-01-25T16:03:17.861+00:00
159,2012-01-10T08:01:33.961,2012-01-10T08:03:53.798,W_Afhandelen leads,10889.0,2012-01-10T08:01:33.961+00:00
160,2012-01-10T15:10:08.453,2012-01-10T15:12:15.59,W_Completeren aanvraag,10909.0,2012-01-10T15:10:08.453+00:00
160,2012-01-10T15:53:42.948,2012-01-10T15:56:50.399,W_Completeren aanvraag,NOT_SET,2012-01-10T15:12:15.590+00:00
160,2012-01-11T14:34:02.135,2012-01-11T14:35:12.271,W_Completeren aanvraag,10863.0,2012-01-10T15:56:50.399+00:00
160,2012-01-13T16:35:54.831,2012-01-13T16:36:47.788,W_Completeren aanvraag,10913.0,2012-01-11T14:35:12.271+00:00
160,2012-01-14T12:54:37.028,2012-01-14T12:55:31.368,W_Completeren aanvraag,10861.0,2012-01-13T16:36:47.788+00:00
160,2012-01-16T10:35:08.914,2012-01-16T11:00:59.709,W_Completeren aanvraag,11121.0,2012-01-14T12:55:31.368+00:00
161,2012-01-10T08:01:43.097,2012-01-10T08:13:51.197,W_Afhandelen leads,10889.0,2012-01-10T08:01:43.097+00:00
162,2012-01-10T15:28:17.613,2012-01-10T15:42:06.647,W_Completeren aanvraag,10929.0,2012-01-10T15:28:17.613+00:00
162,2012-01-10T17:13:17.292,2012-01-10T17:18:22.315,W_Nabellen offertes,11122.0,2012-01-10T15:42:06.647+00:00
162,2012-01-17T10:19:54.266,2012-01-17T10:20:54.966,W_Nabellen offertes,10909.0,2012-01-10T17:18:22.315+00:00
162,2012-01-17T11:03:22.452,2012-01-17T11:03:34.186,W_Nabellen offertes,10138.0,2012-01-17T10:20:54.966+00:00
162,2012-01-17T11:04:00.618,2012-01-17T13:12:52.791,W_Valideren aanvraag,11289.0,2012-01-17T11:03:34.186+00:00
162,2012-01-17T13:34:58.193,2012-01-17T13:35:01.886,W_Valideren aanvraag,10138.0,2012-01-17T13:12:52.791+00:00
162,2012-01-17T13:35:34.872,2012-01-17T14:07:15.067,W_Valideren aanvraag,10138.0,2012-01-17T13:35:01.886+00:00
162,2012-01-17T14:44:32.87,2012-01-17T14:46:19.641,W_Valideren aanvraag,10929.0,2012-01-17T14:07:15.067+00:00
162,2012-01-17T14:50:32.658,2012-01-17T14:50:54.21,W_Valideren aanvraag,10929.0,2012-01-17T14:46:19.641+00:00
162,2012-01-17T14:53:47.712,2012-01-17T15:02:45.102,W_Valideren aanvraag,10929.0,2012-01-17T14:50:54.210+00:00
162,2012-01-17T16:16:37.193,2012-01-17T16:17:16.552,W_Valideren aanvraag,11289.0,2012-01-17T15:02:45.102+00:00
162,2012-01-17T19:54:34.149,2012-01-17T19:54:57.358,W_Nabellen incomplete dossiers,10929.0,2012-01-17T16:17:16.552+00:00
162,2012-01-18T09:02:53.591,2012-01-18T09:03:42.193,W_Nabellen incomplete dossiers,10899.0,2012-01-17T19:54:57.358+00:00
162,2012-01-18T12:28:50.693,2012-01-18T12:28:52.332,W_Valideren aanvraag,11289.0,2012-01-18T09:03:42.193+00:00
162,2012-01-18T12:30:56.592,2012-01-18T13:32:57.206,W_Valideren aanvraag,11289.0,2012-01-18T12:28:52.332+00:00
162,2012-01-18T14:21:38.16,2012-01-18T14:22:55.54,W_Valideren aanvraag,11289.0,2012-01-18T13:32:57.206+00:00
162,2012-01-18T14:24:43.718,2012-01-18T14:26:04.768,W_Valideren aanvraag,11289.0,2012-01-18T14:22:55.540+00:00
162,2012-01-18T14:35:18.595,2012-01-18T14:36:37.94,W_Valideren aanvraag,10138.0,2012-01-18T14:26:04.768+00:00
163,2012-01-10T15:19:21.119,2012-01-10T15:25:48.575,W_Completeren aanvraag,10929.0,2012-01-10T15:19:21.119+00:00
163,2012-01-11T12:48:51.785,2012-01-11T12:55:14.046,W_Completeren aanvraag,10913.0,2012-01-10T15:25:48.575+00:00
163,2012-01-18T11:47:03.168,2012-01-18T11:49:23.693,W_Nabellen offertes,10861.0,2012-01-11T12:55:14.046+00:00
163,2012-01-19T12:20:39.031,2012-01-19T12:22:24.817,W_Nabellen offertes,NOT_SET,2012-01-18T11:49:23.693+00:00
163,2012-01-23T09:26:29.152,2012-01-23T09:30:09.98,W_Nabellen offertes,11180.0,2012-01-19T12:22:24.817+00:00
164,2012-01-10T07:08:25.22,2012-01-10T07:11:01.408,W_Completeren aanvraag,11049.0,2012-01-10T07:08:25.220+00:00
164,2012-01-10T07:11:03.819,2012-01-10T07:11:11.282,W_Completeren aanvraag,11049.0,2012-01-10T07:11:01.408+00:00
164,2012-01-11T10:25:19.366,2012-01-11T10:25:32.884,W_Completeren aanvraag,10932.0,2012-01-10T07:11:11.282+00:00
164,2012-01-11T12:47:32.775,2012-01-11T13:00:14.752,W_Completeren aanvraag,10912.0,2012-01-11T10:25:32.884+00:00
164,2012-01-11T13:00:31.687,2012-01-11T13:03:38.308,W_Nabellen offertes,10912.0,2012-01-11T13:00:14.752+00:00
164,2012-01-16T09:51:16.935,2012-01-16T09:52:01.186,W_Nabellen offertes,10899.0,2012-01-11T13:03:38.308+00:00
164,2012-01-18T07:40:56.445,2012-01-18T08:09:12.444,W_Valideren aanvraag,10629.0,2012-01-16T09:52:01.186+00:00
164,2012-01-18T09:47:00.758,2012-01-18T09:51:33.548,W_Nabellen incomplete dossiers,10913.0,2012-01-18T08:09:12.444+00:00
164,2012-01-18T15:27:20.467,2012-01-18T15:27:40.075,W_Nabellen incomplete dossiers,11259.0,2012-01-18T09:51:33.548+00:00
164,2012-01-19T08:04:17.656,2012-01-19T08:04:38.909,W_Nabellen incomplete dossiers,11049.0,2012-01-18T15:27:40.075+00:00
164,2012-01-19T12:31:37.797,2012-01-19T12:54:23.274,W_Valideren aanvraag,10629.0,2012-01-19T08:04:38.909+00:00
164,2012-01-19T13:24:38.213,2012-01-19T13:25:08.341,W_Valideren aanvraag,11289.0,2012-01-19T12:54:23.274+00:00
164,2012-01-19T13:33:05.408,2012-01-19T13:34:35.389,W_Valideren aanvraag,10629.0,2012-01-19T13:25:08.341+00:00
165,2012-01-10T12:23:45.244,2012-01-10T12:44:56.107,W_Completeren aanvraag,10929.0,2012-01-10T12:23:45.244+00:00
166,2012-01-10T16:19:03.542,2012-01-10T16:28:32.341,W_Completeren aanvraag,11119.0,2012-01-10T16:19:03.542+00:00
167,2012-01-10T16:28:46.398,2012-01-10T16:30:47.406,W_Completeren aanvraag,11119.0,2012-01-10T16:28:46.398+00:00
167,2012-01-10T17:54:29.769,2012-01-10T18:03:51.706,W_Completeren aanvraag,11119.0,2012-01-10T16:30:47.406+00:00
167,2012-01-10T18:04:11.22,2012-01-10T18:05:38.011,W_Completeren aanvraag,11119.0,2012-01-10T18:03:51.706+00:00
167,2012-01-10T18:06:06.729,2012-01-10T18:07:13.24,W_Nabellen offertes,11119.0,2012-01-10T18:05:38.011+00:00
167,2012-01-10T18:07:26.351,2012-01-10T18:09:13.683,W_Nabellen offertes,11119.0,2012-01-10T18:07:13.240+00:00
167,2012-01-18T11:08:10.823,2012-01-18T11:10:09.383,W_Nabellen offertes,10909.0,2012-01-10T18:09:13.683+00:00
167,2012-01-18T18:08:20.588,2012-01-18T18:12:58.5,W_Nabellen offertes,11201.0,2012-01-18T11:10:09.383+00:00
167,2012-01-26T19:03:00.842,2012-01-26T19:06:58.283,W_Nabellen offertes,11180.0,2012-01-18T18:12:58.500+00:00
167,2012-02-01T15:44:31.263,2012-02-01T15:44:48.212,W_Nabellen offertes,11259.0,2012-01-26T19:06:58.283+00:00
167,2012-02-06T15:17:39.723,2012-02-06T15:33:48.148,W_Valideren aanvraag,11289.0,2012-02-01T15:44:48.212+00:00
167,2012-02-06T15:36:37.768,2012-02-06T16:01:12.019,W_Valideren aanvraag,11289.0,2012-02-06T15:33:48.148+00:00
167,2012-02-07T09:09:40.578,2012-02-07T09:29:22.941,W_Valideren aanvraag,11289.0,2012-02-06T16:01:12.019+00:00
167,2012-02-07T09:30:04.206,2012-02-07T09:30:46.534,W_Nabellen incomplete dossiers,11289.0,2012-02-07T09:29:22.941+00:00
167,2012-02-07T09:31:16.04,2012-02-07T09:37:17.864,W_Valideren aanvraag,11289.0,2012-02-07T09:30:46.534+00:00
168,2012-01-10T08:17:09.531,2012-01-10T08:17:42.997,W_Afhandelen leads,10889.0,2012-01-10T08:17:09.531+00:00
169,2012-01-10T16:33:48.801,2012-01-10T16:40:35.774,W_Completeren aanvraag,11119.0,2012-01-10T16:33:48.801+00:00
169,2012-01-10T16:40:49.917,2012-01-10T16:41:06.221,W_Nabellen offertes,11119.0,2012-01-10T16:40:35.774+00:00
169,2012-01-18T11:02:40.404,2012-01-18T11:04:55.856,W_Nabellen offertes,10909.0,2012-01-10T16:41:06.221+00:00
169,2012-01-26T16:44:33.476,2012-01-26T16:48:18.867,W_Nabellen offertes,11180.0,2012-01-18T11:04:55.856+00:00
169,2012-01-31T15:29:06.039,2012-01-31T15:29:19.524,W_Nabellen offertes,11259.0,2012-01-26T16:48:18.867+00:00
169,2012-02-06T07:53:33.035,2012-02-06T08:29:06.374,W_Valideren aanvraag,10609.0,2012-01-31T15:29:19.524+00:00
169,2012-02-06T14:17:17.402,2012-02-06T14:25:01.62,W_Valideren aanvraag,10609.0,2012-02-06T08:29:06.374+00:00
170,2012-01-10T08:16:34.647,2012-01-10T08:26:06.896,W_Afhandelen leads,10889.0,2012-01-10T08:16:34.647+00:00
171,2012-01-10T16:50:48.924,2012-01-10T17:04:32.196,W_Completeren aanvraag,11119.0,2012-01-10T16:50:48.924+00:00
171,2012-01-10T17:06:45.321,2012-01-10T17:11:05.438,W_Nabellen offertes,11119.0,2012-01-10T17:04:32.196+00:00
171,2012-01-10T17:11:32.819,2012-01-10T17:17:58.146,W_Nabellen offertes,11119.0,2012-01-10T17:11:05.438+00:00
171,2012-01-10T17:18:31.369,2012-01-10T17:21:11.244,W_Nabellen offertes,11119.0,2012-01-10T17:17:58.146+00:00
171,2012-01-18T11:05:04.88,2012-01-18T11:06:39.548,W_Nabellen offertes,10909.0,2012-01-10T17:21:11.244+00:00
171,2012-01-19T17:00:34.864,2012-01-19T17:06:40.219,W_Nabellen offertes,11201.0,2012-01-18T11:06:39.548+00:00
171,2012-01-25T10:00:11.013,2012-01-25T10:00:14.266,W_Nabellen offertes,11169.0,2012-01-19T17:06:40.219+00:00
171,2012-01-25T10:00:29.18,2012-01-25T10:01:38.345,W_Nabellen offertes,11169.0,2012-01-25T10:00:14.266+00:00
171,2012-01-26T18:21:50.522,2012-01-26T18:23:50.199,W_Nabellen offertes,11180.0,2012-01-25T10:01:38.345+00:00
171,2012-01-27T10:42:03.891,2012-01-27T10:42:25.646,W_Nabellen offertes,10789.0,2012-01-26T18:23:50.199+00:00
171,2012-01-31T14:05:31.767,2012-01-31T14:06:59.899,W_Valideren aanvraag,11169.0,2012-01-27T10:42:25.646+00:00
171,2012-02-02T08:56:47.396,2012-02-02T09:13:25.517,W_Valideren aanvraag,10629.0,2012-01-31T14:06:59.899+00:00
171,2012-02-02T09:26:14.664,2012-02-02T09:35:41.696,W_Valideren aanvraag,10629.0,2012-02-02T09:13:25.517+00:00
171,2012-02-02T10:17:38.077,2012-02-02T10:26:47.707,W_Nabellen incomplete dossiers,10932.0,2012-02-02T09:35:41.696+00:00
171,2012-02-02T13:05:42.109,2012-02-02T13:06:13.855,W_Nabellen incomplete dossiers,10932.0,2012-02-02T10:26:47.707+00:00
172,2012-01-10T08:15:21.103,2012-01-10T08:16:29.211,W_Afhandelen leads,10889.0,2012-01-10T08:15:21.103+00:00
172,2012-01-10T10:52:46.48,2012-01-10T10:58:12.786,W_Completeren aanvraag,10889.0,2012-01-10T08:16:29.211+00:00
172,2012-01-10T15:14:11.575,2012-01-10T15:26:54.951,W_Completeren aanvraag,10889.0,2012-01-10T10:58:12.786+00:00
172,2012-01-10T15:27:14.135,2012-01-10T15:32:00.491,W_Completeren aanvraag,10889.0,2012-01-10T15:26:54.951+00:00
172,2012-01-10T15:32:19.146,2012-01-10T15:32:27.924,W_Nabellen offertes,NOT_SET,2012-01-10T15:32:00.491+00:00
172,2012-01-18T10:55:32.335,2012-01-18T10:56:31.243,W_Nabellen offertes,10909.0,2012-01-10T15:32:27.924+00:00
172,2012-01-19T16:33:22.427,2012-01-19T16:39:00.252,W_Nabellen offertes,11201.0,2012-01-18T10:56:31.243+00:00
172,2012-01-19T16:39:27.939,2012-01-19T16:42:07.502,W_Nabellen offertes,11201.0,2012-01-19T16:39:00.252+00:00
173,2012-01-10T08:14:09.529,2012-01-10T08:15:16.888,W_Afhandelen leads,10889.0,2012-01-10T08:14:09.529+00:00
174,2012-01-10T08:14:00.746,2012-01-10T08:15:51.749,W_Afhandelen leads,10889.0,2012-01-10T08:14:00.746+00:00
175,2012-01-10T09:05:05.087,2012-01-10T09:08:39.771,W_Completeren aanvraag,10889.0,2012-01-10T09:05:05.087+00:00
175,2012-01-10T13:56:17.26,2012-01-10T14:02:56.039,W_Completeren aanvraag,10912.0,2012-01-10T09:08:39.771+00:00
175,2012-01-18T10:49:53.458,2012-01-18T10:51:51.595,W_Nabellen offertes,10909.0,2012-01-10T14:02:56.039+00:00
