CaseId,Activity,enabled_time,StartTime,EndTime,Resource
220,Check application form completeness,2025-02-25 14:30:00.646000+02:00,2025-02-25 15:10:31.279864+02:00,2025-02-25 15:41:12.098561+02:00,Clerk_8
178,Approve and post home insurance quote,2025-02-25 14:31:34.325605+02:00,2025-02-25 14:58:55.757380+02:00,2025-02-25 15:29:10.607644+02:00,Loan Officer_8
153,Approve Loan Offer,2025-02-25 14:38:40.475600+02:00,2025-02-25 14:46:56.871916+02:00,2025-02-25 15:19:06.452162+02:00,Senior Officer_1
180,Approve and post home insurance quote,2025-02-25 14:38:59.775720+02:00,2025-02-25 15:02:39.149707+02:00,2025-02-25 15:33:07.595477+02:00,Loan Officer_6
179,Check application form completeness,2025-02-25 14:39:06.872777+02:00,2025-02-25 15:10:37.410225+02:00,2025-02-25 15:43:26.532321+02:00,Clerk_0
169,Applicant completes form,2025-02-25 14:39:53.016002+02:00,2025-02-25 14:39:53.016002+02:00,2025-02-26 14:40:53.016002+02:00,Applicant_2
176,Consider re-design loan offer,2025-02-25 14:41:35.831848+02:00,2025-02-25 14:52:11.427758+02:00,2025-02-25 15:22:30.660432+02:00,Senior Officer_0
221,Check application form completeness,2025-02-25 14:45:00.646000+02:00,2025-02-25 15:12:31.939944+02:00,2025-02-25 15:43:04.006736+02:00,Clerk_2
216,Check credit history,2025-02-25 14:46:21.237510+02:00,2025-02-25 15:14:40.115315+02:00,2025-02-25 15:51:04.793011+02:00,Clerk_3
216,Appraise property,2025-02-25 14:46:21.237510+02:00,2025-02-26 11:36:16.988498+02:00,2025-02-26 12:10:33.465935+02:00,Appraiser_0
216,AML Check,2025-02-25 14:46:21.237510+02:00,2025-02-25 14:46:21.237510+02:00,2025-02-25 15:17:48.905443+02:00,AML Investigator_3
188,Prepare acceptance pack,2025-02-25 14:46:56.871916+02:00,2025-02-25 15:05:11.600356+02:00,2025-02-25 15:37:22.249246+02:00,Loan Officer_3
188,Prepare home insurance quote,2025-02-25 14:46:56.871916+02:00,2025-02-25 15:16:21.409643+02:00,2025-02-25 15:49:12.744472+02:00,Clerk_4
198,Assess loan risk,2025-02-25 14:48:27.870697+02:00,2025-02-25 15:06:36.991766+02:00,2025-02-25 15:38:02.674409+02:00,Loan Officer_5
193,Approve Loan Offer,2025-02-25 14:50:50.967811+02:00,2025-02-25 14:57:45.750171+02:00,2025-02-25 15:28:08.234905+02:00,Senior Officer_2
158,Approve and send acceptance pack,2025-02-25 14:51:39.233179+02:00,2025-02-25 15:12:25.106061+02:00,2025-02-25 15:44:57.667655+02:00,Loan Officer_2
175,Cancel application,2025-02-25 14:52:11.427758+02:00,2025-02-25 15:16:51.988933+02:00,2025-02-25 15:48:49.956430+02:00,Clerk_1
161,Assess loan risk,2025-02-25 14:52:19.005253+02:00,2025-02-25 15:12:45.150140+02:00,2025-02-25 15:43:25.152849+02:00,Loan Officer_7
101,Design loan offer,2025-02-25 14:57:45.750171+02:00,2025-02-25 15:21:39.222216+02:00,2025-02-25 15:54:40.059543+02:00,Loan Officer_1
222,Check application form completeness,2025-02-25 15:00:00.646000+02:00,2025-02-25 15:20:45.768176+02:00,2025-02-25 15:55:56.346832+02:00,Clerk_7
217,AML Check,2025-02-25 15:04:02.307358+02:00,2025-02-25 15:04:02.307358+02:00,2025-02-25 15:37:35.796765+02:00,AML Investigator_2
217,Check credit history,2025-02-25 15:04:02.307358+02:00,2025-02-25 15:26:22.705320+02:00,2025-02-25 15:57:45.573145+02:00,Clerk_6
217,Appraise property,2025-02-25 15:04:02.307358+02:00,2025-02-26 11:42:11.075499+02:00,2025-02-26 12:12:19.291424+02:00,Appraiser_1
196,Design loan offer,2025-02-25 15:05:11.600356+02:00,2025-02-25 15:21:40.671159+02:00,2025-02-25 15:52:33.479037+02:00,Loan Officer_4
177,Approve application,2025-02-25 15:06:36.991766+02:00,2025-02-25 15:34:14.088821+02:00,2025-02-25 16:05:17.450070+02:00,Clerk_5
174,Approve and post home insurance quote,2025-02-25 15:10:31.279864+02:00,2025-02-25 15:25:28.020822+02:00,2025-02-25 16:02:41.672848+02:00,Loan Officer_0
197,Design loan offer,2025-02-25 15:12:25.106061+02:00,2025-02-25 15:29:10.607644+02:00,2025-02-25 16:01:50.622046+02:00,Loan Officer_8
194,Approve Loan Offer,2025-02-25 15:12:45.150140+02:00,2025-02-25 15:19:06.452162+02:00,2025-02-25 15:51:01.307586+02:00,Senior Officer_1
218,Appraise property,2025-02-25 15:14:40.115315+02:00,2025-02-26 12:10:33.465935+02:00,2025-02-26 12:41:09.338152+02:00,Appraiser_0
218,Check credit history,2025-02-25 15:14:40.115315+02:00,2025-02-25 15:41:12.098561+02:00,2025-02-25 16:11:12.560472+02:00,Clerk_8
218,AML Check,2025-02-25 15:14:40.115315+02:00,2025-02-25 15:14:40.115315+02:00,2025-02-25 15:45:37.200293+02:00,AML Investigator_1
223,Check application form completeness,2025-02-25 15:15:00.646000+02:00,2025-02-25 15:43:04.006736+02:00,2025-02-25 16:13:45.559129+02:00,Clerk_2
219,AML Check,2025-02-25 15:16:51.988933+02:00,2025-02-25 15:16:51.988933+02:00,2025-02-25 15:47:43.157318+02:00,AML Investigator_0
219,Appraise property,2025-02-25 15:16:51.988933+02:00,2025-02-26 12:12:19.291424+02:00,2025-02-26 12:45:59.601850+02:00,Appraiser_1
219,Check credit history,2025-02-25 15:16:51.988933+02:00,2025-02-25 15:43:26.532321+02:00,2025-02-25 16:13:41.794147+02:00,Clerk_0
153,Prepare acceptance pack,2025-02-25 15:19:06.452162+02:00,2025-02-25 15:33:07.595477+02:00,2025-02-25 16:07:26.059908+02:00,Loan Officer_6
153,Prepare home insurance quote,2025-02-25 15:19:06.452162+02:00,2025-02-25 15:48:49.956430+02:00,2025-02-25 16:19:26.231347+02:00,Clerk_1
158,Approve and post home insurance quote,2025-02-25 15:20:45.768176+02:00,2025-02-25 15:37:22.249246+02:00,2025-02-25 16:09:49.648430+02:00,Loan Officer_3
201,Assess loan risk,2025-02-25 15:21:23.694795+02:00,2025-02-25 15:38:02.674409+02:00,2025-02-25 16:10:27.674281+02:00,Loan Officer_5
186,Approve and send acceptance pack,2025-02-25 15:21:39.222216+02:00,2025-02-25 15:43:25.152849+02:00,2025-02-25 16:13:32.995586+02:00,Loan Officer_7
195,Approve Loan Offer,2025-02-25 15:21:40.671159+02:00,2025-02-25 15:22:30.660432+02:00,2025-02-25 15:53:41.675448+02:00,Senior Officer_0
176,Design loan offer,2025-02-25 15:22:30.660432+02:00,2025-02-25 15:44:57.667655+02:00,2025-02-25 16:19:30.671999+02:00,Loan Officer_2
123,Assess loan risk,2025-02-25 15:22:56.769043+02:00,2025-02-25 15:52:33.479037+02:00,2025-02-25 16:25:54.185275+02:00,Loan Officer_4
152,Approve Loan Offer,2025-02-25 15:25:28.020822+02:00,2025-02-25 15:28:08.234905+02:00,2025-02-25 16:00:44.611887+02:00,Senior Officer_2
186,Approve and post home insurance quote,2025-02-25 15:26:22.705320+02:00,2025-02-25 15:54:40.059543+02:00,2025-02-25 16:24:56.601723+02:00,Loan Officer_1
193,Prepare home insurance quote,2025-02-25 15:28:08.234905+02:00,2025-02-25 15:49:12.744472+02:00,2025-02-25 16:19:53.760200+02:00,Clerk_4
193,Prepare acceptance pack,2025-02-25 15:28:08.234905+02:00,2025-02-25 16:01:50.622046+02:00,2025-02-25 16:33:35.424357+02:00,Loan Officer_8
178,Approve application,2025-02-25 15:29:10.607644+02:00,2025-02-25 15:51:04.793011+02:00,2025-02-25 16:21:34.610720+02:00,Clerk_3
224,Check application form completeness,2025-02-25 15:30:00.646000+02:00,2025-02-25 15:55:56.346832+02:00,2025-02-25 16:32:57.069431+02:00,Clerk_7
180,Approve application,2025-02-25 15:33:07.595477+02:00,2025-02-25 15:57:45.573145+02:00,2025-02-25 16:28:37.979916+02:00,Clerk_6
188,Approve and send acceptance pack,2025-02-25 15:37:22.249246+02:00,2025-02-25 16:02:41.672848+02:00,2025-02-25 16:33:24.700665+02:00,Loan Officer_0
198,Design loan offer,2025-02-25 15:38:02.674409+02:00,2025-02-25 16:07:26.059908+02:00,2025-02-25 16:39:31.181490+02:00,Loan Officer_6
220,AML Check,2025-02-25 15:41:12.098561+02:00,2025-02-25 15:41:12.098561+02:00,2025-02-25 16:12:18.554514+02:00,AML Investigator_3
220,Appraise property,2025-02-25 15:41:12.098561+02:00,2025-02-26 12:41:09.338152+02:00,2025-02-26 13:14:00.505627+02:00,Appraiser_0
220,Check credit history,2025-02-25 15:41:12.098561+02:00,2025-02-25 16:05:17.450070+02:00,2025-02-25 16:36:52.102691+02:00,Clerk_5
221,AML Check,2025-02-25 15:43:04.006736+02:00,2025-02-25 15:43:04.006736+02:00,2025-02-25 16:13:37.741830+02:00,AML Investigator_2
221,Appraise property,2025-02-25 15:43:04.006736+02:00,2025-02-26 12:45:59.601850+02:00,2025-02-26 13:18:58.709828+02:00,Appraiser_1
221,Check credit history,2025-02-25 15:43:04.006736+02:00,2025-02-25 16:11:12.560472+02:00,2025-02-25 16:42:27.906848+02:00,Clerk_8
161,Design loan offer,2025-02-25 15:43:25.152849+02:00,2025-02-25 16:09:49.648430+02:00,2025-02-25 16:39:51.025337+02:00,Loan Officer_3
179,Check credit history,2025-02-25 15:43:26.532321+02:00,2025-02-25 16:13:41.794147+02:00,2025-02-25 16:43:53.049830+02:00,Clerk_0
179,Appraise property,2025-02-25 15:43:26.532321+02:00,2025-02-26 13:14:00.505627+02:00,2025-02-26 13:44:17.638722+02:00,Appraiser_0
179,AML Check,2025-02-25 15:43:26.532321+02:00,2025-02-25 15:45:37.200293+02:00,2025-02-25 16:16:01.523076+02:00,AML Investigator_1
225,Check application form completeness,2025-02-25 15:45:00.646000+02:00,2025-02-25 16:13:45.559129+02:00,2025-02-25 16:49:00.240258+02:00,Clerk_2
188,Approve and post home insurance quote,2025-02-25 15:49:12.744472+02:00,2025-02-25 16:10:27.674281+02:00,2025-02-25 16:41:39.931562+02:00,Loan Officer_5
194,Prepare acceptance pack,2025-02-25 15:51:01.307586+02:00,2025-02-25 16:13:32.995586+02:00,2025-02-25 16:44:12.257707+02:00,Loan Officer_7
194,Prepare home insurance quote,2025-02-25 15:51:01.307586+02:00,2025-02-25 16:19:26.231347+02:00,2025-02-25 16:51:14.648270+02:00,Clerk_1
196,Approve Loan Offer,2025-02-25 15:52:33.479037+02:00,2025-02-25 15:52:33.479037+02:00,2025-02-25 16:27:14.333180+02:00,Senior Officer_1
202,Assess loan risk,2025-02-25 15:52:39.415872+02:00,2025-02-25 16:19:30.671999+02:00,2025-02-25 16:51:14.045100+02:00,Loan Officer_2
195,Prepare home insurance quote,2025-02-25 15:53:41.675448+02:00,2025-02-25 16:19:53.760200+02:00,2025-02-25 16:50:01.187846+02:00,Clerk_4
195,Prepare acceptance pack,2025-02-25 15:53:41.675448+02:00,2025-02-25 16:24:56.601723+02:00,2025-02-25 16:56:32.217886+02:00,Loan Officer_1
203,Assess loan risk,2025-02-25 15:53:57.033588+02:00,2025-02-25 16:25:54.185275+02:00,2025-02-25 16:56:23.240261+02:00,Loan Officer_4
101,Approve Loan Offer,2025-02-25 15:54:40.059543+02:00,2025-02-25 15:54:40.059543+02:00,2025-02-25 16:34:04.065303+02:00,Senior Officer_0
222,Return application back to applicant,2025-02-25 15:55:56.346832+02:00,2025-02-25 16:21:34.610720+02:00,2025-02-25 16:51:35.632210+02:00,Clerk_3
185,Check application form completeness,2025-02-25 15:56:37.392339+02:00,2025-02-25 16:28:37.979916+02:00,2025-02-25 16:58:52.480071+02:00,Clerk_6
226,Check application form completeness,2025-02-25 16:00:00.646000+02:00,2025-02-25 16:32:57.069431+02:00,2025-02-26 09:03:05.025539+02:00,Clerk_7
152,Prepare home insurance quote,2025-02-25 16:00:44.611887+02:00,2025-02-25 16:36:52.102691+02:00,2025-02-26 09:10:13.522893+02:00,Clerk_5
152,Prepare acceptance pack,2025-02-25 16:00:44.611887+02:00,2025-02-25 16:33:24.700665+02:00,2025-02-26 09:04:33.350848+02:00,Loan Officer_0
197,Approve Loan Offer,2025-02-25 16:01:50.622046+02:00,2025-02-25 16:01:50.622046+02:00,2025-02-25 16:32:20.457127+02:00,Senior Officer_2
174,Approve application,2025-02-25 16:02:41.672848+02:00,2025-02-25 16:42:27.906848+02:00,2025-02-26 09:13:13.060561+02:00,Clerk_8
153,Approve and send acceptance pack,2025-02-25 16:07:26.059908+02:00,2025-02-25 16:33:35.424357+02:00,2025-02-26 09:04:58.287935+02:00,Loan Officer_8
158,Approve application,2025-02-25 16:09:49.648430+02:00,2025-02-25 16:43:53.049830+02:00,2025-02-26 09:15:26.379242+02:00,Clerk_0
201,Reject application,2025-02-25 16:10:27.674281+02:00,2025-02-25 16:49:00.240258+02:00,2025-02-26 09:21:33.934568+02:00,Clerk_2
223,Check credit history,2025-02-25 16:13:45.559129+02:00,2025-02-25 16:50:01.187846+02:00,2025-02-26 09:22:52.495174+02:00,Clerk_4
223,AML Check,2025-02-25 16:13:45.559129+02:00,2025-02-25 16:13:45.559129+02:00,2025-02-25 16:46:33.863767+02:00,AML Investigator_0
223,Appraise property,2025-02-25 16:13:45.559129+02:00,2025-02-26 13:18:58.709828+02:00,2025-02-26 13:49:09.622523+02:00,Appraiser_1
227,Check application form completeness,2025-02-25 16:15:00.646000+02:00,2025-02-25 16:51:14.648270+02:00,2025-02-26 09:23:15.277863+02:00,Clerk_1
153,Approve and post home insurance quote,2025-02-25 16:19:26.231347+02:00,2025-02-25 16:39:31.181490+02:00,2025-02-26 09:14:41.862837+02:00,Loan Officer_6
176,Approve Loan Offer,2025-02-25 16:19:30.671999+02:00,2025-02-25 16:27:14.333180+02:00,2025-02-25 16:58:21.420969+02:00,Senior Officer_1
193,Approve and post home insurance quote,2025-02-25 16:19:53.760200+02:00,2025-02-25 16:39:51.025337+02:00,2025-02-26 09:10:32.544787+02:00,Loan Officer_3
186,Consider re-design loan offer,2025-02-25 16:24:56.601723+02:00,2025-02-25 16:32:20.457127+02:00,2025-02-26 09:02:24.107844+02:00,Senior Officer_2
123,Reject application,2025-02-25 16:25:54.185275+02:00,2025-02-25 16:51:35.632210+02:00,2025-02-26 09:22:37.753060+02:00,Clerk_3
163,Assess loan risk,2025-02-25 16:26:48.499059+02:00,2025-02-25 16:41:39.931562+02:00,2025-02-26 09:12:45.394177+02:00,Loan Officer_5
196,Prepare home insurance quote,2025-02-25 16:27:14.333180+02:00,2025-02-25 16:58:52.480071+02:00,2025-02-26 09:30:22.661098+02:00,Clerk_6
196,Prepare acceptance pack,2025-02-25 16:27:14.333180+02:00,2025-02-25 16:44:12.257707+02:00,2025-02-26 09:14:16.056047+02:00,Loan Officer_7
228,Check application form completeness,2025-02-25 16:30:00.646000+02:00,2025-02-26 09:03:05.025539+02:00,2025-02-26 09:33:13.491100+02:00,Clerk_7
162,Assess loan risk,2025-02-25 16:31:29.676256+02:00,2025-02-25 16:51:14.045100+02:00,2025-02-26 09:21:59.669443+02:00,Loan Officer_2
197,Design loan offer,2025-02-25 16:32:20.457127+02:00,2025-02-25 16:56:23.240261+02:00,2025-02-26 09:26:52.049946+02:00,Loan Officer_4
224,Return application back to applicant,2025-02-25 16:32:57.069431+02:00,2025-02-26 09:10:13.522893+02:00,2025-02-26 09:41:00.697705+02:00,Clerk_5
193,Approve and send acceptance pack,2025-02-25 16:33:35.424357+02:00,2025-02-25 16:56:32.217886+02:00,2025-02-26 09:28:29.171930+02:00,Loan Officer_1
101,Prepare acceptance pack,2025-02-25 16:34:04.065303+02:00,2025-02-26 09:04:33.350848+02:00,2025-02-26 09:36:06.761148+02:00,Loan Officer_0
101,Prepare home insurance quote,2025-02-25 16:34:04.065303+02:00,2025-02-26 09:13:13.060561+02:00,2025-02-26 09:43:19.543548+02:00,Clerk_8
198,Approve Loan Offer,2025-02-25 16:39:31.181490+02:00,2025-02-25 16:39:31.181490+02:00,2025-02-26 09:17:58.000258+02:00,Senior Officer_0
161,Approve Loan Offer,2025-02-25 16:39:51.025337+02:00,2025-02-25 16:58:21.420969+02:00,2025-02-26 09:29:18.934490+02:00,Senior Officer_1
188,Consider re-design loan offer,2025-02-25 16:41:39.931562+02:00,2025-02-26 09:02:24.107844+02:00,2025-02-26 09:32:46.470575+02:00,Senior Officer_2
194,Approve and send acceptance pack,2025-02-25 16:44:12.257707+02:00,2025-02-26 09:04:58.287935+02:00,2025-02-26 09:35:12.772156+02:00,Loan Officer_8
229,Check application form completeness,2025-02-25 16:45:00.646000+02:00,2025-02-26 09:15:26.379242+02:00,2025-02-26 09:50:13.321948+02:00,Clerk_0
225,AML Check,2025-02-25 16:49:00.240258+02:00,2025-02-25 16:49:00.240258+02:00,2025-02-26 09:20:07.061311+02:00,AML Investigator_3
225,Appraise property,2025-02-25 16:49:00.240258+02:00,2025-02-26 13:44:17.638722+02:00,2025-02-26 14:16:31.375668+02:00,Appraiser_0
225,Check credit history,2025-02-25 16:49:00.240258+02:00,2025-02-26 09:21:33.934568+02:00,2025-02-26 09:51:35.838617+02:00,Clerk_2
195,Approve and post home insurance quote,2025-02-25 16:50:01.187846+02:00,2025-02-26 09:10:32.544787+02:00,2025-02-26 09:41:10.811272+02:00,Loan Officer_3
202,Reject application,2025-02-25 16:51:14.045100+02:00,2025-02-26 09:22:37.753060+02:00,2025-02-26 09:56:20.969324+02:00,Clerk_3
194,Approve and post home insurance quote,2025-02-25 16:51:14.648270+02:00,2025-02-26 09:12:45.394177+02:00,2025-02-26 09:43:33.583300+02:00,Loan Officer_5
222,Applicant completes form,2025-02-25 16:51:35.632210+02:00,2025-02-25 16:51:35.632210+02:00,2025-02-26 16:52:35.632210+02:00,Applicant_3
203,Reject application,2025-02-25 16:56:23.240261+02:00,2025-02-26 09:22:52.495174+02:00,2025-02-26 09:54:01.216516+02:00,Clerk_4
195,Approve and send acceptance pack,2025-02-25 16:56:32.217886+02:00,2025-02-26 09:14:16.056047+02:00,2025-02-26 09:44:42.882258+02:00,Loan Officer_7
176,Prepare home insurance quote,2025-02-25 16:58:21.420969+02:00,2025-02-26 09:23:15.277863+02:00,2025-02-26 09:53:18.540442+02:00,Clerk_1
176,Prepare acceptance pack,2025-02-25 16:58:21.420969+02:00,2025-02-26 09:14:41.862837+02:00,2025-02-26 09:44:59.860147+02:00,Loan Officer_6
185,Return application back to applicant,2025-02-25 16:58:52.480071+02:00,2025-02-26 09:30:22.661098+02:00,2025-02-26 10:00:59.734185+02:00,Clerk_6
204,Assess loan risk,2025-02-25 16:59:51.934085+02:00,2025-02-26 09:21:59.669443+02:00,2025-02-26 09:53:30.092296+02:00,Loan Officer_2
230,Check application form completeness,2025-02-25 17:00:00.646000+02:00,2025-02-26 09:33:13.491100+02:00,2025-02-26 10:04:30.156301+02:00,Clerk_7
231,Check application form completeness,2025-02-26 09:00:00.646000+02:00,2025-02-26 09:41:00.697705+02:00,2025-02-26 10:12:09.377877+02:00,Clerk_5
205,Assess loan risk,2025-02-26 09:02:01.190782+02:00,2025-02-26 09:26:52.049946+02:00,2025-02-26 09:57:26.932023+02:00,Loan Officer_4
186,Cancel application,2025-02-26 09:02:24.107844+02:00,2025-02-26 09:43:19.543548+02:00,2025-02-26 10:14:40.003468+02:00,Clerk_8
226,AML Check,2025-02-26 09:03:05.025539+02:00,2025-02-26 09:03:05.025539+02:00,2025-02-26 09:36:38.396286+02:00,AML Investigator_2
226,Check credit history,2025-02-26 09:03:05.025539+02:00,2025-02-26 09:50:13.321948+02:00,2025-02-26 10:23:02.382180+02:00,Clerk_0
226,Appraise property,2025-02-26 09:03:05.025539+02:00,2025-02-26 13:49:09.622523+02:00,2025-02-26 14:20:21.077022+02:00,Appraiser_1
152,Approve and send acceptance pack,2025-02-26 09:04:33.350848+02:00,2025-02-26 09:28:29.171930+02:00,2025-02-26 10:00:12.841402+02:00,Loan Officer_1
152,Approve and post home insurance quote,2025-02-26 09:10:13.522893+02:00,2025-02-26 09:35:12.772156+02:00,2025-02-26 10:05:46.903026+02:00,Loan Officer_8
163,Design loan offer,2025-02-26 09:12:45.394177+02:00,2025-02-26 09:36:06.761148+02:00,2025-02-26 10:06:48.784473+02:00,Loan Officer_0
196,Approve and send acceptance pack,2025-02-26 09:14:16.056047+02:00,2025-02-26 09:41:10.811272+02:00,2025-02-26 10:14:18.591958+02:00,Loan Officer_3
153,Consider re-design loan offer,2025-02-26 09:14:41.862837+02:00,2025-02-26 09:17:58.000258+02:00,2025-02-26 09:49:29.677848+02:00,Senior Officer_0
232,Check application form completeness,2025-02-26 09:15:00.646000+02:00,2025-02-26 09:51:35.838617+02:00,2025-02-26 10:21:58.646451+02:00,Clerk_2
198,Design loan offer,2025-02-26 09:17:58.000258+02:00,2025-02-26 09:43:33.583300+02:00,2025-02-26 10:14:07.430871+02:00,Loan Officer_5
162,Design loan offer,2025-02-26 09:21:59.669443+02:00,2025-02-26 09:44:42.882258+02:00,2025-02-26 10:16:22.336061+02:00,Loan Officer_7
227,AML Check,2025-02-26 09:23:15.277863+02:00,2025-02-26 09:23:15.277863+02:00,2025-02-26 09:54:02.124460+02:00,AML Investigator_1
227,Check credit history,2025-02-26 09:23:15.277863+02:00,2025-02-26 09:53:18.540442+02:00,2025-02-26 10:24:03.219829+02:00,Clerk_1
227,Appraise property,2025-02-26 09:23:15.277863+02:00,2025-02-26 14:16:31.375668+02:00,2025-02-26 14:50:13.258965+02:00,Appraiser_0
197,Approve Loan Offer,2025-02-26 09:26:52.049946+02:00,2025-02-26 09:29:18.934490+02:00,2025-02-26 10:07:04.506424+02:00,Senior Officer_1
193,Approve application,2025-02-26 09:28:29.171930+02:00,2025-02-26 09:54:01.216516+02:00,2025-02-26 10:24:31.887713+02:00,Clerk_4
161,Design loan offer,2025-02-26 09:29:18.934490+02:00,2025-02-26 09:44:59.860147+02:00,2025-02-26 10:15:48.469320+02:00,Loan Officer_6
233,Check application form completeness,2025-02-26 09:30:00.646000+02:00,2025-02-26 09:56:20.969324+02:00,2025-02-26 10:29:42.549983+02:00,Clerk_3
164,Assess loan risk,2025-02-26 09:30:12.472748+02:00,2025-02-26 09:53:30.092296+02:00,2025-02-26 10:24:03.391336+02:00,Loan Officer_2
196,Approve and post home insurance quote,2025-02-26 09:30:22.661098+02:00,2025-02-26 09:57:26.932023+02:00,2025-02-26 10:27:43.302330+02:00,Loan Officer_4
208,Assess loan risk,2025-02-26 09:32:26.000204+02:00,2025-02-26 10:00:12.841402+02:00,2025-02-26 10:30:21.927613+02:00,Loan Officer_1
188,Cancel application,2025-02-26 09:32:46.470575+02:00,2025-02-26 10:00:59.734185+02:00,2025-02-26 10:31:30.371391+02:00,Clerk_6
228,AML Check,2025-02-26 09:33:13.491100+02:00,2025-02-26 09:33:13.491100+02:00,2025-02-26 10:03:49.727733+02:00,AML Investigator_0
228,Check credit history,2025-02-26 09:33:13.491100+02:00,2025-02-26 10:04:30.156301+02:00,2025-02-26 10:36:39.625376+02:00,Clerk_7
228,Appraise property,2025-02-26 09:33:13.491100+02:00,2025-02-26 14:20:21.077022+02:00,2025-02-26 14:50:54.695140+02:00,Appraiser_1
101,Approve and send acceptance pack,2025-02-26 09:36:06.761148+02:00,2025-02-26 10:05:46.903026+02:00,2025-02-26 10:40:43.894326+02:00,Loan Officer_8
224,Applicant completes form,2025-02-26 09:41:00.697705+02:00,2025-02-26 09:41:00.697705+02:00,2025-02-27 09:42:00.697705+02:00,Applicant_4
101,Approve and post home insurance quote,2025-02-26 09:43:19.543548+02:00,2025-02-26 10:06:48.784473+02:00,2025-02-26 10:37:49.758536+02:00,Loan Officer_0
194,Approve application,2025-02-26 09:43:33.583300+02:00,2025-02-26 10:12:09.377877+02:00,2025-02-26 10:43:00.524027+02:00,Clerk_5
195,Consider re-design loan offer,2025-02-26 09:44:42.882258+02:00,2025-02-26 09:44:42.882258+02:00,2025-02-26 10:15:34.230464+02:00,Senior Officer_2
176,Approve and send acceptance pack,2025-02-26 09:44:59.860147+02:00,2025-02-26 10:14:07.430871+02:00,2025-02-26 10:44:33.088176+02:00,Loan Officer_5
234,Check application form completeness,2025-02-26 09:45:00.646000+02:00,2025-02-26 10:14:40.003468+02:00,2025-02-26 10:45:49.180558+02:00,Clerk_8
153,Cancel application,2025-02-26 09:49:29.677848+02:00,2025-02-26 10:21:58.646451+02:00,2025-02-26 10:54:47.234341+02:00,Clerk_2
229,Check credit history,2025-02-26 09:50:13.321948+02:00,2025-02-26 10:23:02.382180+02:00,2025-02-26 10:53:22.076190+02:00,Clerk_0
229,Appraise property,2025-02-26 09:50:13.321948+02:00,2025-02-26 14:50:13.258965+02:00,2025-02-26 15:23:15.532273+02:00,Appraiser_0
229,AML Check,2025-02-26 09:50:13.321948+02:00,2025-02-26 09:50:13.321948+02:00,2025-02-26 10:21:59.495897+02:00,AML Investigator_3
176,Approve and post home insurance quote,2025-02-26 09:53:18.540442+02:00,2025-02-26 10:14:18.591958+02:00,2025-02-26 10:46:27.141269+02:00,Loan Officer_3
204,Design loan offer,2025-02-26 09:53:30.092296+02:00,2025-02-26 10:15:48.469320+02:00,2025-02-26 10:48:53.654459+02:00,Loan Officer_6
205,Design loan offer,2025-02-26 09:57:26.932023+02:00,2025-02-26 10:16:22.336061+02:00,2025-02-26 10:47:07.106162+02:00,Loan Officer_7
235,Check application form completeness,2025-02-26 10:00:00.646000+02:00,2025-02-26 10:24:03.219829+02:00,2025-02-26 10:54:47.856685+02:00,Clerk_1
185,Applicant completes form,2025-02-26 10:00:59.734185+02:00,2025-02-26 10:00:59.734185+02:00,2025-02-27 10:01:59.734185+02:00,Applicant_5
166,Assess loan risk,2025-02-26 10:01:09.563812+02:00,2025-02-26 10:24:03.391336+02:00,2025-02-26 10:56:51.039559+02:00,Loan Officer_2
230,Check credit history,2025-02-26 10:04:30.156301+02:00,2025-02-26 10:24:31.887713+02:00,2025-02-26 10:56:11.820391+02:00,Clerk_4
230,Appraise property,2025-02-26 10:04:30.156301+02:00,2025-02-26 14:50:54.695140+02:00,2025-02-26 15:22:43.248197+02:00,Appraiser_1
230,AML Check,2025-02-26 10:04:30.156301+02:00,2025-02-26 10:04:30.156301+02:00,2025-02-26 10:35:39.748978+02:00,AML Investigator_2
152,Consider re-design loan offer,2025-02-26 10:05:46.903026+02:00,2025-02-26 10:05:46.903026+02:00,2025-02-26 10:37:15.080925+02:00,Senior Officer_0
209,Assess loan risk,2025-02-26 10:06:04.856833+02:00,2025-02-26 10:27:43.302330+02:00,2025-02-26 11:00:05.655199+02:00,Loan Officer_4
163,Approve Loan Offer,2025-02-26 10:06:48.784473+02:00,2025-02-26 10:07:04.506424+02:00,2025-02-26 10:42:37.944913+02:00,Senior Officer_1
197,Prepare acceptance pack,2025-02-26 10:07:04.506424+02:00,2025-02-26 10:30:21.927613+02:00,2025-02-26 11:01:06.735349+02:00,Loan Officer_1
197,Prepare home insurance quote,2025-02-26 10:07:04.506424+02:00,2025-02-26 10:29:42.549983+02:00,2025-02-26 11:02:02.569215+02:00,Clerk_3
231,Appraise property,2025-02-26 10:12:09.377877+02:00,2025-02-26 15:22:43.248197+02:00,2025-02-26 15:53:45.784222+02:00,Appraiser_1
231,AML Check,2025-02-26 10:12:09.377877+02:00,2025-02-26 10:12:09.377877+02:00,2025-02-26 10:44:43.010861+02:00,AML Investigator_1
231,Check credit history,2025-02-26 10:12:09.377877+02:00,2025-02-26 10:31:30.371391+02:00,2025-02-26 11:11:12.821467+02:00,Clerk_6
198,Approve Loan Offer,2025-02-26 10:14:07.430871+02:00,2025-02-26 10:15:34.230464+02:00,2025-02-26 10:45:53.477196+02:00,Senior Officer_2
236,Check application form completeness,2025-02-26 10:15:00.646000+02:00,2025-02-26 10:36:39.625376+02:00,2025-02-26 11:07:02.973815+02:00,Clerk_7
